concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,partition_0
21216661,Methylnaltrexone bromide,Drug,dm+d,VTM,,13807711000001105,1970-01-01,2018-06-03,D,1
40221210,naltrexone hydrochloride 3.6 MG,Drug,RxNorm,Clinical Drug Comp,S,1806715,2016-10-03,2099-12-31,,1
4256104,Naltrexone hydrochloride 25 mg oral tablet,Drug,SNOMED,Clinical Drug,,409460004,2004-07-31,2099-12-31,,1
36466582,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,500903929,2012-02-29,2099-12-31,,1
42483305,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe,Drug,RxNorm Extension,Quant Clinical Drug,,OMOP419488,2015-08-17,2017-08-23,D,1
42949476,Naltrexone 25 MG [WHANIN NALTREXON],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP4676060,2018-08-21,2099-12-31,,1
21155302,Naltrexone 5 MG/ML Oral Suspension,Drug,RxNorm Extension,Clinical Drug,S,OMOP280353,2017-08-24,2099-12-31,,1
44186001,Naltrexone 50 MG Delayed Release Oral Tablet Box of 28 by Neuraxpharm,Drug,RxNorm Extension,Marketed Product,S,OMOP3062724,2017-10-06,2099-12-31,,1
40967477,Naltrexone 50 MG Delayed Release Oral Tablet [Nrexon Hcl] Box of 28,Drug,RxNorm Extension,Branded Drug Box,,OMOP2165439,2017-07-30,2023-08-02,U,1
37283433,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,69cb8573-08c1-4957-a768-6cd383f6a3f4,2021-12-14,2099-12-31,,1
43329662,Naltrexone Hydrochloride (Generic Health) 50 Mg Tablet,Drug,AMT,Trade Product Unit,,920982011000036101,2016-11-01,2099-12-31,,1
45850449,methylnaltrexone bromide 8mg/.4mL SUBCUTANEOUS INJECTION. SOLUTION,Drug,NDC,9-digit NDC,,656490552,2008-04-24,2099-12-31,,1
1714345,Naltrexone 100 MG,Drug,RxNorm,Clinical Drug Comp,,451735,1970-01-01,2014-01-05,U,1
1235599,naltrexone 1.5 MG Delayed Release Oral Tablet,Drug,RxNorm Extension,Clinical Drug,S,OMOP5216305,2023-08-24,2099-12-31,,1
45117142,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,16729008110,2014-01-01,2099-12-31,,1
45183797,naltrexone KIT [VIVITROL],Drug,NDC,9-digit NDC,,065757301,2013-08-05,2099-12-31,,1
44427257,12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave],Drug,NDC,11-digit NDC,,51267089099,2016-08-01,2099-12-31,,1
42683527,Bupropion / Naltrexone Extended Release Oral Capsule,Drug,RxNorm Extension,Clinical Drug Form,S,OMOP4912308,2020-03-01,2099-12-31,,1
36078465,Naltrexone 50mg tablets (DE Pharmaceuticals) 28 tablet,Drug,dm+d,AMPP,,37453711000001106,1970-01-01,2099-12-31,,1
40753243,methylnaltrexone Injectable Solution [Relistor],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4703887,2018-06-04,2099-12-31,,1
45778180,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,05238e96-8d7f-616a-e054-00144ff8d46c,2011-10-01,2099-12-31,,1
21098490,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor] by TMC,Drug,RxNorm Extension,Marketed Product,S,OMOP287657,2017-08-24,2099-12-31,,1
36062085,naltrexone 4.5 MG,Drug,RxNorm Extension,Clinical Drug Comp,S,OMOP4988070,2020-08-17,2099-12-31,,1
44378286,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,46f0de78-ef7b-43c0-e054-00144ff8d46c,2013-09-23,2099-12-31,,1
41410808,0.6 ML methylnaltrexone 20 MG/ML Injection [Relistor] Box of 1,Drug,RxNorm Extension,Quant Branded Box,S,OMOP2608770,2017-08-24,2099-12-31,,1
21027606,Naltrexone 1.5 MG Oral Capsule by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280336,2017-08-24,2023-08-02,U,1
35116550,methylnaltrexone bromide 150mg/1 / 8mg/.4mL / 12mg/.6mL ORAL. SUBCUTANEOUS INJECTION. SOLUTION. TABLET [relistor],Drug,SPL,Prescription Drug,C,6dc761f2-3bd4-45cd-98ef-bfea4ca36d69,2008-04-24,2099-12-31,,1
577614,NALTREXONE HCL 100 % MISCELL POWDER (GRAM),Drug,GCN_SEQNO,GCN_SEQNO,,063701,2015-11-19,2099-12-31,,1
45724093,METHYLNALTREXONE BROMIDE 12 mg/0.6 mL SUB-Q VIAL (ML),Drug,GCN_SEQNO,GCN_SEQNO,,064011,1970-01-01,2099-12-31,,1
2973082,Naltrexone Hydrochloride 8 Mg + Bupropion Hydrochloride 90 Mg Modified Release Tablet. 28,Drug,AMT,Med Product Pack,,1501481000168101,2016-11-01,2099-12-31,,1
45192985,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,61392046639,2007-06-01,2012-06-01,D,1
36377291,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,b0ed0da2-823e-a576-e053-2a95a90a5029,2020-05-01,2099-12-31,,1
46241191,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,64cc17e8-ff8f-463e-aca3-5e85f3f4ec0a,2012-02-29,2099-12-31,,1
40213727,FENTANYL/NALTREXONE,Drug,NDFRT,Drug Interaction,,N0000177980,1970-01-01,2014-11-30,D,1
21096269,Naltrexone 3.2 MG Oral Capsule by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280324,2017-08-24,2023-08-02,U,1
21115917,Naltrexone 2.5 MG/ML Oral Suspension by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280333,2017-08-24,2023-08-02,U,1
40739521,Naltrexone 50 MG Oral Tablet by AOP,Drug,RxNorm Extension,Marketed Product,S,OMOP4717709,2018-06-04,2099-12-31,,1
628624,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,2ce79c32-5c7a-444f-b748-885202e5ccce,2012-01-18,2099-12-31,,1
45050516,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,38779088704,2013-08-05,2099-12-31,,1
46230230,Naltrexone-Bupropion HCl ER 8-90 MG Oral Tablet Extended Release 12 Hour,Drug,GPI,GPI,,61259902507420,2015-05-06,2099-12-31,,1
21179758,Naltrexone 3.5mg capsules,Drug,dm+d,VMP,,15148211000001106,1970-01-01,2099-12-31,,1
21145359,Naltrexone 50 MG Oral Tablet [Opizone],Drug,RxNorm Extension,Branded Drug,S,OMOP280298,2017-08-24,2099-12-31,,1
42949488,Naltrexone Oral Tablet [MISLIM],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4676071,2018-08-21,2099-12-31,,1
21096264,Naltrexone 0.3 MG/ML Oral Solution by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280275,2017-08-24,2023-08-02,U,1
21146424,1 ML Naltrexone 0.3 MG/ML Oral Solution by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP301941,2017-08-24,2023-08-02,U,1
45401789,Naltrexone HCl,Drug,GPI,GPI,,9340003010,1970-01-01,2015-05-05,D,1
3208895,Product containing naltrexone in parenteral dosage form,Drug,Nebraska Lexicon,Pharma/Biol Product,,420826002,2008-07-31,2099-12-31,,1
45103819,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,52152010530,2007-06-01,2011-02-01,D,1
45646223,NALTREXONE HYDROCHLORIDE,Drug,SPL,SPL,,cf53026c-0488-4503-a57d-dadcaf7140af,1970-01-01,2099-12-31,,1
36029682,bupropion / naltrexone,Drug,RxNorm,Multiple Ingredients,,1551467,2014-10-06,2099-12-31,,1
35767347,Naltrexone 50 MG Delayed Release Oral Tablet Box of 28 by Accord,Drug,RxNorm Extension,Marketed Product,S,OMOP2768808,2017-08-24,2099-12-31,,1
21135476,Naltrexone 0.3 MG/ML Oral Solution,Drug,RxNorm Extension,Clinical Drug,S,OMOP280273,2017-08-24,2099-12-31,,1
45144881,Naltrexone 50 MG Oral Tablet [ReVia],Drug,NDC,11-digit NDC,,00056001102,2007-06-01,2013-01-01,D,1
42949473,Naltrexone 25 MG Oral Tablet [TRAXONE],Drug,RxNorm Extension,Branded Drug,S,OMOP4676057,2018-08-21,2099-12-31,,1
1356516,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,00c04ff4-b6f2-466c-9ab9-813a60577db0,2023-12-15,2099-12-31,,1
45269038,Naltrexone Hydrochloride ORAL 20130923 TABLET. FILM COATED [Naltrexone Hydrochloride] ## FDA,Drug,NDC,9-digit NDC,,051224206,2014-03-03,2099-12-31,,1
21076747,Naltrexone 4.8 MG Oral Capsule Box of 1 by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280322,2017-08-24,2023-08-02,U,1
45865302,12 HR Bupropion Hydrochloride 90 MG / Naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave],Drug,NDC,11-digit NDC,,64764089000,2014-11-01,2019-08-01,D,1
36164771,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,6ae04d0d-84db-87cd-e053-2a91aa0abf6f,2018-04-27,2099-12-31,,1
42375164,naltrexone hydrochloride 50mg,Drug,EDI,Drug Product,,657202360,1970-01-01,2099-12-31,,1
40216634,NALTREXONE/TRAMADOL HYDROCHLORIDE,Drug,NDFRT,Drug Interaction,,N0000178003,1970-01-01,2014-11-30,D,1
21096270,Naltrexone 1.5 MG Oral Capsule,Drug,RxNorm Extension,Clinical Drug,S,OMOP280335,2017-08-24,2099-12-31,,1
21098491,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor] Box of 1 by TMC,Drug,RxNorm Extension,Marketed Product,S,OMOP287659,2017-08-24,2099-12-31,,1
35410481,Naltrexone Delayed Release Oral Tablet [NALTREXONE ACCORD],Drug,RxNorm Extension,Branded Drug Form,S,OMOP1144066,2017-08-24,2099-12-31,,1
21077793,1 ML Naltrexone 0.6 MG/ML Oral Solution by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP301949,2017-08-24,2023-08-02,U,1
36180686,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,70518114600,2018-06-01,2099-12-31,,1
748330,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,71335206202,2022-04-01,2099-12-31,,1
44784880,naltrexone hydrochloride 50 MG Oral Tablet [ReVia],Drug,RxNorm,Branded Drug,S,1483746,2014-01-06,2099-12-31,,1
40228625,MORPHINE SO4 60MG/NALTREXONE HCL 2.4MG CAP.SA,Drug,VANDF,Drug Product,,4029087,1970-01-01,2099-12-31,,1
21174856,Naltrexone 1 MG/ML Oral Solution,Drug,RxNorm Extension,Clinical Drug,S,OMOP280310,2017-08-24,2099-12-31,,1
37139390,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,680940909,2024-02-15,2099-12-31,,1
45177164,Naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,65694010010,2014-01-01,2018-01-01,D,1
43274291,Naltrexone 50 MG Oral Tablet [ReVia] Box of 30,Drug,RxNorm Extension,Branded Drug Box,S,OMOP551517,2017-08-24,2099-12-31,,1
37295848,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,58447e4a-2ef7-4117-b742-815b73aa0c2e,2013-09-23,2099-12-31,,1
40209257,MORPHINE/NALTREXONE,Drug,NDFRT,Drug Interaction,,N0000177996,1970-01-01,2014-11-30,D,1
3947525,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,41d6e9cd-db9e-40f8-8960-2aaf8c9c89f3,2014-10-22,2099-12-31,,1
44378738,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,4809b267-b0d6-4588-e054-00144ff88e88,2012-01-18,2099-12-31,,1
21165112,Naltrexone 5 MG/ML Oral Suspension by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280354,2017-08-24,2023-08-02,U,1
45774491,bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet,Drug,RxNorm,Clinical Drug,S,1551475,2014-12-01,2099-12-31,,1
21235710,Naltrexone 2mg capsules,Drug,dm+d,VMP,,16110111000001108,1970-01-01,2099-12-31,,1
45388234,Morphine-Naltrexone 60-2.4 MG Oral Capsule Extended Release,Drug,GPI,GPI,,65100055700250,1970-01-01,2099-12-31,,1
45408403,Naltrexone HCl Anhydrous Powder,Drug,GPI,GPI,,96684240002900,2013-11-04,2099-12-31,,1
36322864,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,ef694a28-dc11-3786-e053-2a95a90a6d91,2018-04-27,2099-12-31,,1
999748,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,db507520-0d95-4a1a-8dce-748dc975debb,2013-09-23,2099-12-31,,1
2973078,Naltrexone (Apo) 50 Mg Tablet. 30,Drug,AMT,Trade Product Pack,,919391000168102,2016-11-01,2099-12-31,,1
37204878,Morphine- and naltrexone-containing product in oral dose form,Drug,SNOMED,Clinical Drug Form,,783811003,2019-07-31,2099-12-31,,1
36170426,naltrexone 200mg/1 / 6.5mg/1 SUBCUTANEOUS IMPLANT,Drug,SPL,Prescription Drug,C,7b0350b5-ca48-4aef-8b10-ebd9f51967d0,2018-02-01,2099-12-31,,1
44060320,methylnaltrexone 20 MG/ML Injectable Solution [Relistor],Drug,RxNorm Extension,Branded Drug,,OMOP1054951,2017-08-24,2018-08-01,U,1
44865284,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,51552073704,2013-08-05,2099-12-31,,1
45240384,NALTREXONE POWDER,Drug,NDC,11-digit NDC,,51927354800,2013-08-05,2099-12-31,,1
44907900,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00179197770,2009-01-01,2012-06-01,D,1
21317944,Naltrexone 3.5mg capsules 1 capsule,Drug,dm+d,VMPP,,15126011000001102,1970-01-01,2099-12-31,,1
36463124,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,e71de213-5250-4a63-9ef7-9ef2f9954d8b,2020-01-18,2099-12-31,,1
42863042,MORPHINE SO4 20MG/NALTREXONE HCL 0.8MG CAP.SA,Drug,NDFRT,VA Product,,N0000181699,2012-06-04,2099-12-31,,1
36967845,Naltrexone 50mg tablets,Drug,dm+d,AMP,,39883811000001109,1970-01-01,2099-12-31,,1
43144130,Naltrexone 50 MG Delayed Release Oral Tablet [NALTREXONE INTAS] Box of 28 by Intas,Drug,RxNorm Extension,Marketed Product,S,OMOP459223,2017-08-24,2099-12-31,,1
45369371,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,005550902,1998-05-08,2099-12-31,,1
21155301,Naltrexone 1.5 MG Oral Capsule Box of 1 by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280339,2017-08-24,2023-08-02,U,1
40179849,methylnaltrexone,Drug,NDFRT,Chemical Structure,,N0000179189,1970-01-01,2099-12-31,,1
21106131,Naltrexone 50 MG Oral Tablet Box of 28 by Alliance,Drug,RxNorm Extension,Marketed Product,S,OMOP280290,2017-08-24,2099-12-31,,1
44838067,Methylnaltrexone bromide 8 mg/.4mL INJECTION. SOLUTION [Relistor],Drug,NDC,9-digit NDC,,000081225,2013-08-05,2099-12-31,,1
21251632,Naltrexone 5mg/5ml oral solution (Drug Tariff Special Order) 100 ml,Drug,dm+d,AMPP,,29949011000001100,1970-01-01,2099-12-31,,1
42949486,Naltrexone 50 MG [NALTREXIN],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP4676069,2018-08-21,2099-12-31,,1
46325307,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,4bc1ef8d-c313-4723-aad2-874d60331154,2012-01-02,2099-12-31,,1
3196129,Naltrexone,Drug,Nebraska Lexicon,Substance,,373546002,2002-07-31,2099-12-31,,1
45023936,0.6 ML Methylnaltrexone bromide 20 MG/ML Prefilled Syringe [Relistor],Drug,NDC,11-digit NDC,,65649055106,2013-10-01,2019-03-01,D,1
45370229,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00855106030,2008-02-01,2012-06-01,D,1
40936322,Naltrexone 50 MG Oral Tablet [Nrexon Hcl Kp],Drug,RxNorm Extension,Branded Drug,,OMOP2134284,2017-07-30,2017-08-23,U,1
45349630,Methylnaltrexone bromide 12 mg/.6mL INJECTION. SOLUTION [Relistor],Drug,NDC,9-digit NDC,,000081218,2013-08-05,2099-12-31,,1
45281472,Methylnaltrexone bromide 20 MG/ML Injectable Solution [Relistor],Drug,NDC,11-digit NDC,,00008251302,2010-06-01,2014-02-01,D,1
21213127,Naltrexone 1.5mg/5ml oral solution (Special Order) 1 ml,Drug,dm+d,AMPP,,20091711000001104,1970-01-01,2099-12-31,,1
43130676,NALTREXONE INTAS,Drug,RxNorm Extension,Brand Name,,OMOP435427,1970-01-01,2099-12-31,,1
44478712,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,532170261,2013-09-23,2099-12-31,,1
909863,methylnaltrexone 20 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,,796393,2008-06-29,2010-06-05,U,1
42683525,Bupropion 90 MG / Naltrexone 8 MG Extended Release Oral Capsule,Drug,RxNorm Extension,Clinical Drug,S,OMOP4912310,2020-03-01,2099-12-31,,1
35861565,naltrexone Oral Tablet [Nuoxinsheng],Drug,RxNorm Extension,Branded Drug Form,S,OMOP5018504,2020-10-02,2099-12-31,,1
41165701,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 30 by Aca Mueller,Drug,RxNorm Extension,Marketed Product,S,OMOP2363663,2017-08-24,2099-12-31,,1
42828403,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,68788708406,2018-03-01,2020-06-01,D,1
45620025,naltrexone KIT [vivitrol],Drug,SPL,Prescription Drug,C,0f451803-1f98-4fa3-b71f-2bb6f9c5624a,2006-06-13,2099-12-31,,1
36198065,Naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,63629530404,2018-10-01,2018-12-01,D,1
43785074,Naltrexone 50 MG [Nemexin],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP675746,2017-08-24,2099-12-31,,1
45112085,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00185003930,2014-01-01,2099-12-31,,1
45284877,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00756030503,2007-06-01,2012-06-01,D,1
45051636,NALTREXONE HCL POWDER,Drug,NDC,11-digit NDC,,49452483502,2013-08-05,2099-12-31,,1
36930771,Naltrexone 3mg capsules (Part VIIID Drug Tariff Special Order) 30 capsule,Drug,dm+d,AMPP,,40537211000001109,1970-01-01,2099-12-31,,1
35509444,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,0a581e50-5583-4f68-98ab-0841ff6c1339,2013-09-23,2099-12-31,,1
40739519,Naltrexone 50 MG Oral Tablet Box of 28 by AOP,Drug,RxNorm Extension,Marketed Product,S,OMOP4717711,2018-06-04,2099-12-31,,1
42375172,naltrexone hydrochloride 25mg,Drug,EDI,Drug Product,,052400450,1970-01-01,2099-12-31,,1
42806123,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,fa0b0881-97f3-4ca2-bc15-0954293081db,2023-11-27,2099-12-31,,1
45397634,Morphine-Naltrexone 50-2 MG Oral Capsule Extended Release,Drug,GPI,GPI,,65100055700240,1970-01-01,2099-12-31,,1
43343232,Methylnaltrexone,Drug,AMT,AU Substance,,79327011000036106,2016-11-01,2099-12-31,,1
21135474,Naltrexone Oral Solution,Drug,RxNorm Extension,Clinical Drug Form,S,OMOP280258,2017-08-24,2099-12-31,,1
21174852,Naltrexone 0.2 MG/ML Oral Solution,Drug,RxNorm Extension,Clinical Drug,S,OMOP280266,2017-08-24,2099-12-31,,1
45035279,Naltrexone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129368001,2007-06-01,2012-06-01,D,1
42375166,naltrexone hydrochloride 50mg,Drug,EDI,Drug Product,,651902170,1970-01-01,2099-12-31,,1
45177168,Naltrexone 112 MG/ML Injectable Suspension [Vivitrol],Drug,NDC,11-digit NDC,,65757030038,2007-06-01,2007-08-01,D,1
1562168,naltrexone hydrochloride 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,68094085359,2019-03-01,2099-12-31,,1
3944451,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,6524f673-ea3d-4705-a0da-6da45f255c58,2002-03-22,2099-12-31,,1
42998751,PHARMA NALTREXONE,Drug,KDC,Brand Name,,KDC4032,1970-01-01,2099-12-31,,1
35414682,0.6 ML methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor] Box of 7 by Pharmaswiss,Drug,RxNorm Extension,Marketed Product,S,OMOP1148267,2017-08-24,2099-12-31,,1
40915538,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 30 by Eurim-Pharm,Drug,RxNorm Extension,Marketed Product,S,OMOP2113500,2017-08-24,2099-12-31,,1
21206521,Naltrexone 2mg/5ml oral solution 1 ml,Drug,dm+d,VMPP,,12255011000001106,1970-01-01,2099-12-31,,1
21203206,Naltrexone 1.5mg capsules,Drug,dm+d,AMP,,14790411000001101,1970-01-01,2099-12-31,,1
21235711,Naltrexone 5mg/5ml oral solution,Drug,dm+d,VMP,,16110211000001102,1970-01-01,2099-12-31,,1
41265243,Naltrexone 50 MG [Nrexonhydrochlorid Accord],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP2463205,2017-08-24,2099-12-31,,1
41071624,Naltrexone 50 MG Oral Tablet [Nalorex] Box of 30 by Emra-Med,Drug,RxNorm Extension,Marketed Product,S,OMOP2269586,2017-08-24,2099-12-31,,1
21155299,Naltrexone 50 MG [Nalorex],Drug,RxNorm Extension,Branded Drug Comp,S,OMOP280278,2017-08-24,2099-12-31,,1
21027605,Naltrexone 2.5 MG/ML,Drug,RxNorm Extension,Clinical Drug Comp,S,OMOP280331,2017-08-24,2099-12-31,,1
44463450,12 HR Bupropion Hydrochloride 90 MG / Naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave],Drug,NDC,11-digit NDC,,51267089000,2016-08-01,2017-05-01,D,1
45847199,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,636295304,1998-05-08,2099-12-31,,1
36155768,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,ebbf92d2-50af-47d1-838b-6618e6c7fba6,2021-01-13,2099-12-31,,1
46244822,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,f9103eb7-128f-4eb2-9476-96db03dec3c6,2009-07-29,2099-12-31,,1
45675370,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,0f30f885-d0cd-4fa6-a8e0-142f08a56792,2023-10-20,2099-12-31,,1
1994415,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,dea9a508-9ae4-9a58-e053-2a95a90a967f,2014-10-22,2099-12-31,,1
43029374,Naltrexone 50 MG Delayed Release Oral Tablet Box of 28 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4844449,2019-10-06,2099-12-31,,1
2918165,bupropion 90 MG / naltrexone 8 MG Extended Release Oral Tablet Box of 28,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP5134990,2021-06-30,2099-12-31,,1
43166271,Naltrexone 50 MG Delayed Release Oral Tablet,Drug,RxNorm Extension,Clinical Drug,S,OMOP459154,2017-08-24,2099-12-31,,1
44857538,Naltrexone hydrochloride 50 MG Oral Tablet [Depade],Drug,NDC,11-digit NDC,,00406009201,2014-01-01,2015-12-01,D,1
45334929,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,004061170,2002-03-22,2099-12-31,,1
44859681,NALTREXONE HYDROCHLORIDE 50 mg/1 TABLET. FILM COATED [NALTREXONE HYDROCHLORIDE],Drug,NDC,9-digit NDC,,047335326,2013-08-05,2099-12-31,,1
21145360,Naltrexone 3.2 MG Oral Capsule Box of 1 by Special Order,Drug,RxNorm Extension,Marketed Product,,OMOP280327,2017-08-24,2023-08-02,U,1
749505,NALTREXONE HYDROCHLORIDE - naltrexone hydrochloride tablet. film coated,Drug,SPL,Prescription Drug,C,f9807ec0-3504-4c66-8efe-ea25f84c782b,2023-11-27,2099-12-31,,1
2971324,Methylnaltrexone Bromide 12 Mg/0.6 Ml Injection. 7 X 0.6 Ml Vials,Drug,AMT,Med Product Pack,,1179631000168100,2016-11-01,2099-12-31,,1
21097352,1 ML Naltrexone 0.3 MG/ML Oral Solution,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP301939,2017-08-24,2099-12-31,,1
46245824,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,422910632,2015-03-26,2099-12-31,,1
44784875,naltrexone hydrochloride 25 MG Oral Tablet [Depade],Drug,RxNorm,Branded Drug,S,1483782,2014-01-06,2099-12-31,,1
46275650,methylnaltrexone Injection [Relistor],Drug,RxNorm,Branded Drug Form,S,1659741,2015-09-08,2099-12-31,,1
36194881,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,NDC,9-digit NDC,,705181312,2018-07-19,2099-12-31,,1
42995602,naltrexone hydrochloride,Drug,KDC,Ingredient,,KDC1593,1970-01-01,2099-12-31,,1
36340839,naltrexone hydrochloride and bupropion hydrochloride 8mg/1 / 90mg/1 ORAL TABLET. EXTENDED RELEASE [contrave extended-release],Drug,SPL,Prescription Drug,C,b2fe5253-5551-40bb-a395-72b10785d7a2,2014-10-22,2099-12-31,,1
36264482,Naltrexone Oral Tablet [NALTREXONE ACCORD],Drug,RxNorm Extension,Branded Drug Form,S,OMOP3115357,2017-10-01,2099-12-31,,1
42482142,methylnaltrexone 20 MG/ML Prefilled Syringe [Relistor],Drug,RxNorm Extension,Branded Drug,,OMOP419487,2015-08-17,2017-08-23,D,1
40753242,methylnaltrexone 20 MG/ML Injectable Solution [Relistor],Drug,RxNorm Extension,Branded Drug,S,OMOP4703888,2018-06-04,2099-12-31,,1
35511041,naltrexone hydrochloride 50mg/1 ORAL TABLET. FILM COATED,Drug,SPL,Prescription Drug,C,51d8abb3-2712-4015-aede-a082e467ed0e,2012-01-18,2099-12-31,,1
21046382,methylnaltrexone 20 MG/ML Prefilled Syringe Box of 1,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP264828,2017-08-24,2099-12-31,,1
