"concept_id","concept_name","concept_code","vocabulary_id"
4058690,"Liver abscess via hepatic artery","197328001","SNOMED"
4055215,"Liver abscess via umbilicus","197329009","SNOMED"
37164288,"Liver adenomatosis","1230002004","SNOMED"
4178553,"Liver calculus","297288000","SNOMED"
4001171,"Liver cell carcinoma","109841003","SNOMED"
605193,"Liver cirrhosis due to classical cystic fibrosis","1010616001","SNOMED"
4225905,"Liver cyst","85057007","SNOMED"
4352876,"Liver damage","243978007","SNOMED"
42536741,"Liver disease co-occurrent and due to mitochondrial disorder","735732003","SNOMED"
4141669,"Liver disease due to cystic fibrosis","427022004","SNOMED"
37162164,"Liver disease due to peroxisomal disease","1186864007","SNOMED"
4341650,"Liver disorder due to infection","235859005","SNOMED"
45757190,"Liver disorder in mother complicating childbirth","10807061000119103","SNOMED"
194699,"Liver disorder in pregnancy","15230009","SNOMED"
4109793,"Liver hamartoma","253810002","SNOMED"
4096644,"Liver hematoma","262796008","SNOMED"
4002479,"Liver hyperplasia","204799005","SNOMED"
40487085,"Liver in central position","447917005","SNOMED"
40491010,"Liver in left sided position","448683002","SNOMED"
442538,"Liver moderate laceration with open wound into cavity","210175000","SNOMED"
4277921,"Liver regeneration","65860006","SNOMED"
4047865,"Liver rupture due to birth trauma","206245001","SNOMED"
4047863,"Liver subcapsular hematoma due to birth trauma","206242003","SNOMED"
4340951,"Liver transplant disorder","235910007","SNOMED"
4341658,"Liver transplant failure","235912004","SNOMED"
4308395,"Liver transplant failure and rejection","213153001","SNOMED"
4341657,"Liver transplant rejection","235911006","SNOMED"
4200888,"Local recurrence of malignant tumor of liver","314963000","SNOMED"
4057084,"Lupus hepatitis","19682006","SNOMED"
37162573,"Lymphangioma of liver","1196847006","SNOMED"
4154553,"Lymphocytic portal hepatitis","370889009","SNOMED"
3655641,"Lymphogenic liver abscess","866110001","SNOMED"
600665,"Lymphoma of liver","1153383006","SNOMED"
4184779,"Macronodular cirrhosis","43904005","SNOMED"
201715,"Major laceration of liver with open wound into abdominal cavity","25554004","SNOMED"
443870,"Major laceration of liver without open wound into abdominal cavity","13891000","SNOMED"
4307072,"Malarial hepatitis","83072009","SNOMED"
4089662,"Malignant neoplasm of interlobular bile ducts","187773007","SNOMED"
4089663,"Malignant neoplasm of intrahepatic canaliculi","187776004","SNOMED"
4094865,"Malignant neoplasm of intrahepatic gall duct","187777008","SNOMED"
4246127,"Malignant neoplasm of liver","93870000","SNOMED"
4216214,"Mauriac's syndrome","80660001","SNOMED"
37395823,"Mesenchymal hamartoma of liver","715397000","SNOMED"
37311916,"Mesothelial carcinoma of liver","788982002","SNOMED"
4342777,"Metabolic and genetic disorder affecting the liver","235903001","SNOMED"
4311802,"Microhepatia","85700008","SNOMED"
4071022,"Micronodular cirrhosis","21861000","SNOMED"
4246999,"Midzonal hepatic necrosis","61250001","SNOMED"
444286,"Minor laceration of liver with open wound into abdominal cavity","85870004","SNOMED"
442773,"Minor laceration of liver without open wound into abdominal cavity","65324009","SNOMED"
4224597,"Miscarriage with acute necrosis of liver","40444006","SNOMED"
37204237,"Mitochondrial DNA depletion syndrome hepatocerebrorenal form","782771007","SNOMED"
37204828,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency","783734000","SNOMED"
4050640,"Mixed micro and macronodular cirrhosis","15999000","SNOMED"
194199,"Moderate laceration of liver with open wound into abdominal cavity","20402005","SNOMED"
197416,"Moderate laceration of liver without open wound into abdominal cavity","43841005","SNOMED"
37162712,"Mucinous cystic neoplasm with high-grade intraepithelial neoplasia of liver","1197284006","SNOMED"
4323827,"Mucopolysaccharidosis, MPS-II","70737009","SNOMED"
4148254,"Multilobular portal cirrhosis","266469006","SNOMED"
192824,"Mumps hepatitis","89231008","SNOMED"
36676640,"Muscular hypertrophy, hepatomegaly, polyhydramnios syndrome","773584001","SNOMED"
36674397,"NPHP3-related Meckel-like syndrome","773737004","SNOMED"
37205068,"Navajo neurohepatopathy","784346006","SNOMED"
4239091,"Necrosis of liver of pregnancy","91162000","SNOMED"
42536722,"Neonatal hemorrhage of liver","735677007","SNOMED"
4320490,"Neonatal hepatitis","69800000","SNOMED"
4318835,"Neonatal hepatocellular damage","95555006","SNOMED"
4214373,"Neonatal hepatosplenomegaly","80378000","SNOMED"
37399026,"Neonatal intrahepatic cholestasis due to citrin deficiency","717155003","SNOMED"
4130519,"Neoplasm of intrahepatic bile ducts","126852003","SNOMED"
4130518,"Neoplasm of liver","126851005","SNOMED"
4317541,"Neoplasm of uncertain behavior of intrahepatic bile ducts","94880005","SNOMED"
4313636,"Neoplasm of uncertain behavior of liver","94910002","SNOMED"
1244584,"Neuroendocrine neoplasm of liver","1290081007","SNOMED"
4001168,"Nodular hyperplasia of liver","109820009","SNOMED"
37018557,"Nodular regenerative hyperplasia of liver","715140008","SNOMED"
37017427,"Nodular regenerative hyperplasia of liver caused by antiretroviral drug","713698004","SNOMED"
4322895,"Nodule of liver","428187007","SNOMED"
4026131,"Non-alcoholic fatty liver","197315008","SNOMED"
37164766,"Non-alcoholic fatty liver disease","1231824009","SNOMED"
36716710,"Non-alcoholic fatty liver disease without non-alcoholic steatohepatitis","722866000","SNOMED"
40484532,"Nonalcoholic steatohepatitis","442685003","SNOMED"
4340941,"Nonspecific reactive hepatitis","235858002","SNOMED"
44783142,"North American Indian childhood cirrhosis","699189004","SNOMED"
4048057,"Nutritional cirrhosis","123605001","SNOMED"
4003673,"Obstructive biliary cirrhosis","109819003","SNOMED"
37017654,"Occult chronic type B viral hepatitis","713966008","SNOMED"
444117,"Opisthorchiasis","1059007","SNOMED"
37161129,"Opisthorchis felineus infection","1177030007","SNOMED"
4140536,"Parasitic cirrhosis","33144001","SNOMED"
4009165,"Parenchymatous degeneration of liver","111369005","SNOMED"
4173182,"Parenteral nutrition-related hepatitis","276554009","SNOMED"
42537675,"Partial nodular transformation of liver","737205008","SNOMED"
37163155,"Pediatric hepatocellular carcinoma","1208349005","SNOMED"
4240725,"Peliosis hepatis","58008004","SNOMED"
4342775,"Pericellular fibrosis of congenital syphilis","235898000","SNOMED"
4171096,"Perinatal hepatitis","276551001","SNOMED"
37172861,"Perinatal hepatitis B","551621000124109","SNOMED"
37172860,"Perinatal hepatitis C","551611000124101","SNOMED"
4173181,"Perinatal hepatocellular damage","276552008","SNOMED"
4203168,"Peripheral hepatic necrosis","53104002","SNOMED"
3655942,"Periportal fibrosis","870517000","SNOMED"
602626,"Phlebosclerosis of intrahepatic vein","1052210007","SNOMED"
4300060,"Pigment cirrhosis","78208005","SNOMED"
4059285,"Pigmentary portal cirrhosis","197299004","SNOMED"
4055211,"Pipestem portal cirrhosis","197300007","SNOMED"
4264925,"Porphyria cutanea tarda","61860000","SNOMED"
4304584,"Portal cirrhosis","419728003","SNOMED"
4058685,"Portal fibrosis without cirrhosis","197316009","SNOMED"
192670,"Portal pyemia","67656006","SNOMED"
4066291,"Portal triaditis","17349007","SNOMED"
4098583,"Posthepatitic cirrhosis","27156006","SNOMED"
4313567,"Postnecrotic cirrhosis","86454000","SNOMED"
1244150,"Postpartum cholestasis","10753141000119100","SNOMED"
4103088,"Posttransfusion viral hepatitis","28766006","SNOMED"
602006,"Primary adenocarcinoma of intrahepatic bile duct","681751000119106","SNOMED"
4135822,"Primary biliary cholangitis","31712002","SNOMED"
37164403,"Primary biliary cholangitis and/or primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome","1230291009","SNOMED"
4094864,"Primary carcinoma of liver","187769009","SNOMED"
37162578,"Primary carcinosarcoma of liver","1196854000","SNOMED"
36715927,"Primary cholangiocarcinoma of intrahepatic biliary tract","721716004","SNOMED"
37162060,"Primary combined hepatocellular carcinoma and cholangiocarcinoma","1186631005","SNOMED"
37162572,"Primary cystadenocarcinoma of intrahepatic bile duct","1196846002","SNOMED"
37162601,"Primary embryonal carcinoma of liver","1196881000","SNOMED"
37167574,"Primary embryonal sarcoma of liver","1268502003","SNOMED"
37166672,"Primary epithelioid hemangioendothelioma of liver","1259826000","SNOMED"
37162058,"Primary fibrolamellar hepatocellular carcinoma","1186629001","SNOMED"
37399544,"Primary hepatic neuroendocrine carcinoma","716652006","SNOMED"
37167661,"Primary hepatoblastoma of liver","1268711001","SNOMED"
37166184,"Primary intrahepatic bile duct carcinoma","1259313008","SNOMED"
37164805,"Primary intrahepatic lithiasis","1234821002","SNOMED"
37162059,"Primary liver cell carcinoma","1186630006","SNOMED"
40490929,"Primary malignant neoplasm of intrahepatic bile duct","447109003","SNOMED"
201519,"Primary malignant neoplasm of liver","95214007","SNOMED"
37167595,"Primary squamous cell carcinoma of liver and intrahepatic biliary tract","1268541001","SNOMED"
37162732,"Primary teratocarcinoma of liver","1197342001","SNOMED"
37167535,"Primary undifferentiated carcinoma of liver and intrahepatic biliary tract","1268391003","SNOMED"
607683,"Progressive familial intrahepatic cholestasis type 1","1155913007","SNOMED"
607718,"Progressive familial intrahepatic cholestasis type 2","1155841005","SNOMED"
37162165,"Progressive familial intrahepatic cholestasis type 3","1186865008","SNOMED"
1245024,"Progressive familial intrahepatic cholestasis type 4","1295517006","SNOMED"
4253211,"Progressive intrahepatic cholestasis","74162007","SNOMED"
37109889,"Pulmonary fibrosis, hepatic hyperplasia, bone marrow hypoplasia syndrome","723829000","SNOMED"
4173094,"Pyogenic hepatic abscess","48036004","SNOMED"
4260073,"Q fever hepatitis","409554001","SNOMED"
4201597,"Radiation hepatitis","53476006","SNOMED"
40488872,"Reactivation of hepatitis B viral hepatitis","446698005","SNOMED"
45773146,"Reactivation of hepatitis C viral hepatitis","702969000","SNOMED"
4026126,"Recurrent hepatitis","197286002","SNOMED"
37162668,"Recurrent hepatitis C virus induced liver disease following liver transplant","1197150002","SNOMED"
4316361,"Red blood cell sequestration in liver","95557003","SNOMED"
4183882,"Relapsing type A viral hepatitis","43634002","SNOMED"
4238508,"Relapsing viral hepatitis","58282009","SNOMED"
35622407,"Renal hepatic pancreatic dysplasia","763891005","SNOMED"
37109995,"Retinohepatoendocrinologic syndrome","724000006","SNOMED"
37399445,"Reynolds syndrome","715401008","SNOMED"
4033143,"Riedel's lobe of liver","109559009","SNOMED"
4139925,"Rotor syndrome","32891000","SNOMED"
4340943,"Rupture of liver","235887001","SNOMED"
3654951,"Rupture of liver due to Echinococcus granulosus infection","840499006","SNOMED"
4115271,"Sarcoma of liver","254601002","SNOMED"
4096793,"Sawdust liver","26485002","SNOMED"
4346170,"Schistosomal hepatomegaly","240790002","SNOMED"
4046123,"Secondary biliary cirrhosis","12368000","SNOMED"
4215747,"Secondary syphilis of liver","80770009","SNOMED"
40487629,"Separate hepatic venous and inferior caval venous connections to heart","449516003","SNOMED"
4046017,"Septal fibrosis of liver","123607009","SNOMED"
35621839,"Sickle cell hepatopathy","763096004","SNOMED"
40490872,"Solitary necrotic nodule of liver","447058001","SNOMED"
4119466,"Space occupying lesion of liver","302285008","SNOMED"
4231820,"Spontaneous subcapsular liver hematoma","405559000","SNOMED"
4270879,"Sporadic porphyria cutanea tarda","402479002","SNOMED"
36674831,"Squamous cell carcinoma of liver and intrahepatic biliary tract","770684008","SNOMED"
36686081,"Stage 3 hepatic fibrosis","10690671000119109","SNOMED"
40482277,"Steatohepatitis","442191002","SNOMED"
4059290,"Steatosis of liver","197321007","SNOMED"
37017281,"Steatosis of liver caused by retroviral protease inhibitor","713529007","SNOMED"
4244063,"Stellate laceration of liver with open wound into abdominal cavity","38306002","SNOMED"
4167999,"Stellate laceration of liver without open wound into abdominal cavity","48303008","SNOMED"
37109745,"Steroid dehydrogenase deficiency and dental anomaly syndrome","723583009","SNOMED"
4059281,"Subacute hepatic failure","197275004","SNOMED"
36716709,"Subacute hepatic failure caused by hepatitis virus","722865001","SNOMED"
4059280,"Subacute hepatic necrosis","197274000","SNOMED"
4219115,"Subacute noninfective hepatitis","72445008","SNOMED"
4009167,"Subcapsular hemorrhage of liver","111371005","SNOMED"
4096645,"Subcapsular liver hematoma","262797004","SNOMED"
4342773,"Subfulminant hepatic failure","235885009","SNOMED"
37160993,"Submassive hepatic necrosis","1172732001","SNOMED"
4319181,"Supernumerary liver lobe","95297004","SNOMED"
4345477,"Symmer's pipe-stem fibrosis","240792005","SNOMED"
4340395,"Synthetic defect of bile acids","235915002","SNOMED"
194861,"Syphilis of liver","86028001","SNOMED"
4053079,"Syphilitic cirrhosis","16070004","SNOMED"
4058682,"Syphilitic portal cirrhosis","197305002","SNOMED"
4102941,"Torsion of liver lobe","28698006","SNOMED"
4046016,"Toxic cirrhosis","123604002","SNOMED"
4055223,"Toxic hepatitis","197352008","SNOMED"
763865,"Toxic hepatitis due to carbamazepine","447961000124105","SNOMED"
4055224,"Toxic liver disease","197354009","SNOMED"
4059287,"Toxic portal cirrhosis","197301006","SNOMED"
4096647,"Transection of liver","262803000","SNOMED"
36676683,"Transient infantile hypertriglyceridemia and hepatosteatosis","773649005","SNOMED"
4301613,"Traumatic hemorrhage of liver","78171005","SNOMED"
42537215,"Traumatic rupture of liver","736434005","SNOMED"
4108897,"Trilobular liver","253812005","SNOMED"
4091181,"Tuberculosis of liver","186273003","SNOMED"
4281232,"Type B viral hepatitis","66071002","SNOMED"
36674832,"Undifferentiated carcinoma of liver and intrahepatic biliary tract","770685009","SNOMED"
4055209,"Unilobular portal cirrhosis","197291001","SNOMED"
4238505,"Variegate porphyria","58275005","SNOMED"
4341654,"Vascular disorder of liver","235878005","SNOMED"
4277276,"Veno-occlusive disease of the liver","65617004","SNOMED"
4291005,"Viral hepatitis","3738000","SNOMED"
196625,"Viral hepatitis A without hepatic coma","111879004","SNOMED"
4313600,"Viral hepatitis A without hepatic coma, without hepatitis delta","424758008","SNOMED"
198683,"Viral hepatitis B without hepatic coma","111891008","SNOMED"
197494,"Viral hepatitis C","50711007","SNOMED"
37151819,"Viral hepatitis C in mother during pregnancy","16623921000119105","SNOMED"
45768827,"Viral hepatitis D","707341005","SNOMED"
45769824,"Viral hepatitis E","7111000119109","SNOMED"
4063037,"Viral hepatitis complicating pregnancy, childbirth and the puerperium","199203001","SNOMED"
45757141,"Viral hepatitis in mother complicating childbirth","10759111000119102","SNOMED"
45757142,"Viral hepatitis in mother complicating pregnancy","10759151000119101","SNOMED"
193693,"Viral hepatitis without hepatic coma","111896003","SNOMED"
4223947,"Viral hepatitis, type A","40468003","SNOMED"
4287644,"Viral hepatitis, type G","397575003","SNOMED"
1244579,"Well-differentiated neuroendocrine tumor of liver","1290074000","SNOMED"
4098598,"Westphal-Strumpell syndrome","190823004","SNOMED"
4229262,"Wilson's disease","88518009","SNOMED"
4195620,"Zieve's syndrome","44047000","SNOMED"
