concept_id,concept_name,vocabulary_id,concept_code
1718420,diclofenac potassium 50 MG [Cambia],RxNorm,1856556
1718421,diclofenac Powder for Oral Solution [Cambia],RxNorm,1856557
1592853,indomethacin 1 MG,RxNorm,1863326
1592854,indomethacin Injection,RxNorm,1863327
19044901,Naprosyn,RxNorm,203012
1592499,aspirin / citric acid / sodium bicarbonate Granule Product,RxNorm,1872083
1592500,aspirin / citric acid / sodium bicarbonate Granules for Oral Solution,RxNorm,1872084
1592501,aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Granules for Oral Solution,RxNorm,1872085
1592502,aspirin / citric acid / sodium bicarbonate Granules for Oral Solution [Alka-Seltzer],RxNorm,1872086
1592503,Alka-Seltzer Granule Product,RxNorm,1872087
1592504,aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Granules for Oral Solution [Alka-Seltzer],RxNorm,1872088
1592329,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1700 MG [Alka-Seltzer],RxNorm,1925789
1592330,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1700 MG Effervescent Oral Tablet [Alka-Seltzer],RxNorm,1925790
1593173,phenylbutazone 1000 MG [Butatron],RxNorm,1928078
1593174,phenylbutazone Oral Tablet [Butatron],RxNorm,1928079
1593177,phenylbutazone 1000 MG Oral Tablet [Butatron],RxNorm,1928082
794112,Arthriten Max,RxNorm,1944108
794113,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG [Arthriten Max],RxNorm,1944109
794114,acetaminophen / aspirin / caffeine Oral Tablet [Arthriten Max],RxNorm,1944110
794115,Arthriten Max Oral Product,RxNorm,1944111
794116,Arthriten Max Pill,RxNorm,1944112
792556,fenoprofen 600 MG [Profeno],RxNorm,1945846
792557,fenoprofen Oral Tablet [Profeno],RxNorm,1945847
792560,fenoprofen 600 MG Oral Tablet [Profeno],RxNorm,1945850
749933,aspirin 325 MG / carisoprodol 200 MG Oral Tablet,RxNorm,197447
1195496,etodolac 200 MG Oral Capsule,RxNorm,197684
1195497,etodolac 300 MG Oral Capsule,RxNorm,197685
1195498,etodolac 400 MG Oral Tablet,RxNorm,197686
1153929,fenoprofen 200 MG Oral Capsule,RxNorm,197694
1153930,fenoprofen 300 MG Oral Capsule,RxNorm,197695
1156380,flurbiprofen 100 MG Oral Tablet,RxNorm,197724
1156381,flurbiprofen 50 MG Oral Tablet,RxNorm,197725
19019050,ibuprofen 20 MG/ML Oral Suspension,RxNorm,197803
19019071,ibuprofen 300 MG Oral Tablet,RxNorm,197804
19019072,ibuprofen 400 MG Oral Tablet,RxNorm,197805
19019073,ibuprofen 600 MG Oral Tablet,RxNorm,197806
19019074,ibuprofen 800 MG Oral Tablet,RxNorm,197807
1178665,indomethacin 25 MG Oral Capsule,RxNorm,197817
1178666,indomethacin 50 MG Oral Capsule,RxNorm,197818
1178667,indomethacin 50 MG Rectal Suppository,RxNorm,197819
1185926,ketoprofen 25 MG Oral Capsule,RxNorm,197854
1185927,ketoprofen 50 MG Oral Capsule,RxNorm,197855
1185928,ketoprofen 75 MG Oral Capsule,RxNorm,197856
19019154,aspirin 325 MG / meprobamate 200 MG Oral Tablet,RxNorm,197930
704946,aspirin 325 MG / methocarbamol 400 MG Oral Tablet,RxNorm,197945
19019271,naproxen 375 MG Oral Tablet,RxNorm,198012
19019272,naproxen 250 MG Oral Tablet,RxNorm,198013
19019273,naproxen 500 MG Oral Tablet,RxNorm,198014
19019665,piroxicam 10 MG Oral Capsule,RxNorm,198107
19019666,piroxicam 20 MG Oral Capsule,RxNorm,198108
1236609,sulindac 150 MG Oral Tablet,RxNorm,198238
1236610,sulindac 200 MG Oral Tablet,RxNorm,198239
1102919,tolmetin 200 MG Oral Tablet,RxNorm,198295
1102920,tolmetin 400 MG Oral Capsule,RxNorm,198296
1102921,tolmetin 600 MG Oral Tablet,RxNorm,198297
19019979,ibuprofen 100 MG Oral Tablet,RxNorm,198405
1112836,aspirin 120 MG Rectal Suppository,RxNorm,198461
1112838,aspirin 200 MG Rectal Suppository,RxNorm,198463
1112839,aspirin 300 MG Rectal Suppository,RxNorm,198464
1112841,aspirin 325 MG Oral Capsule,RxNorm,198466
1112892,aspirin 325 MG Delayed Release Oral Tablet,RxNorm,198467
19039703,bumadizone,RxNorm,19847
1112896,aspirin 500 MG Oral Tablet,RxNorm,198471
1112898,aspirin 600 MG Rectal Suppository,RxNorm,198473
1112900,aspirin 650 MG Oral Tablet,RxNorm,198475
1134440,aspirin 400 MG / caffeine 32 MG Oral Tablet,RxNorm,198479
19020056,aspirin 500 MG / caffeine 32 MG Oral Tablet,RxNorm,198480
1185929,ketoprofen 12.5 MG Oral Tablet,RxNorm,199169
1236611,sulindac 100 MG Oral Tablet,RxNorm,199279
1185930,ketoprofen 100 MG Oral Capsule,RxNorm,199321
19021712,etodolac 500 MG Oral Tablet,RxNorm,199390
19021884,naproxen 500 MG Rectal Suppository,RxNorm,199490
19021918,tenoxicam 10 MG Oral Tablet,RxNorm,199516
1178668,indomethacin 100 MG Rectal Suppository,RxNorm,199549
1185931,ketoprofen 100 MG Rectal Suppository,RxNorm,199553
1146847,piroxicam 10 MG Oral Tablet,RxNorm,199559
19022024,piroxicam 20 MG Oral Tablet,RxNorm,199560
19022103,naproxen 1000 MG Extended Release Oral Tablet,RxNorm,199615
1185942,ketoprofen 100 MG Delayed Release Oral Tablet,RxNorm,199758
19022250,fenbufen 450 MG Oral Tablet,RxNorm,199740
1156412,flurbiprofen 200 MG Extended Release Oral Capsule,RxNorm,199749
19007727,diclofenac sodium 25 MG Delayed Release Oral Tablet [Voltarol],RxNorm,105801
19007728,diclofenac sodium 50 MG Delayed Release Oral Tablet [Voltarol],RxNorm,105802
19007730,diclofenac sodium 100 MG Rectal Suppository [Voltarol],RxNorm,105804
19007761,diclofenac sodium 12.5 MG Rectal Suppository [Voltarol],RxNorm,105805
19007762,diclofenac sodium 100 MG Extended Release Oral Tablet [Voltarol Retard],RxNorm,105806
19007763,diclofenac sodium 25 MG Delayed Release Oral Tablet [Rhumalgan],RxNorm,105807
19007764,diclofenac sodium 50 MG Delayed Release Oral Tablet [Rhumalgan],RxNorm,105808
19007765,diclofenac sodium 25 MG Delayed Release Oral Tablet [Volraman],RxNorm,105809
19007766,diclofenac sodium 50 MG Delayed Release Oral Tablet [Volraman],RxNorm,105810
19007769,diclofenac sodium 25 MG Delayed Release Oral Tablet [Valenac],RxNorm,105813
19007770,diclofenac sodium 50 MG Delayed Release Oral Tablet [Valenac],RxNorm,105814
19007791,diclofenac sodium 25 MG Delayed Release Oral Tablet [Diclozip],RxNorm,105815
19007792,diclofenac sodium 50 MG Delayed Release Oral Tablet [Diclozip],RxNorm,105816
19007794,diclofenac sodium 100 MG Extended Release Oral Capsule [Diclomax Retard],RxNorm,105818
19007795,diclofenac sodium 50 MG Delayed Release Oral Tablet [Isclofen],RxNorm,105819
19007796,diclofenac sodium 25 MG Delayed Release Oral Tablet [Flamrase],RxNorm,105820
19007797,diclofenac sodium 50 MG Delayed Release Oral Tablet [Flamrase],RxNorm,105821
19007821,etodolac 200 MG Oral Capsule [Lodine],RxNorm,105825
19007822,etodolac 300 MG Oral Capsule [Lodine],RxNorm,105826
19007823,etodolac 200 MG Oral Tablet [Lodine],RxNorm,105827
19007824,etodolac 200 MG Oral Tablet,RxNorm,105828
19007825,fenbufen 300 MG Oral Capsule [Lederfen],RxNorm,105829
19007826,fenbufen 300 MG Oral Tablet [Lederfen],RxNorm,105830
19007827,fenbufen 450 MG Oral Tablet [Lederfen],RxNorm,105831
19007828,fenbufen 300 MG Oral Capsule,RxNorm,105833
19007829,fenbufen 300 MG Oral Tablet,RxNorm,105834
19007830,fenbufen 300 MG Oral Capsule [Fenbuzip],RxNorm,105835
19007861,fenbufen 300 MG Oral Tablet [Fenbuzip],RxNorm,105836
19007862,fenbufen 450 MG Oral Tablet [Fenbuzip],RxNorm,105837
19007863,fenoprofen 300 MG Oral Tablet [Fenopron],RxNorm,105839
19007864,fenoprofen 600 MG Oral Tablet [Fenopron],RxNorm,105840
19007865,flurbiprofen 50 MG Oral Tablet [Froben],RxNorm,105841
19007866,flurbiprofen 100 MG Oral Tablet [Froben],RxNorm,105842
19007867,flurbiprofen 100 MG Rectal Suppository [Froben],RxNorm,105843
19007868,flurbiprofen 200 MG Extended Release Oral Capsule [Froben],RxNorm,105844
19007869,flurbiprofen 100 MG Rectal Suppository,RxNorm,105845
19007870,ibuprofen 200 MG Oral Tablet [Ibrufhalal],RxNorm,105846
19007901,ibuprofen 400 MG Oral Tablet [Cuprofen Maximum Strength],RxNorm,105847
19007902,ibuprofen 600 MG Oral Tablet [Arthrofen 600],RxNorm,105848
19007903,ibuprofen 300 MG Extended Release Oral Capsule [fenbid],RxNorm,105849
19007904,ibuprofen 20 MG/ML Oral Suspension [Junifen],RxNorm,105850
19007905,ibuprofen 3 MG/ML Oral Suspension [Brufen],RxNorm,105851
19007906,ibuprofen 300 MG Extended Release Oral Capsule [Proflex],RxNorm,105852
19007907,indomethacin 25 MG Oral Capsule [Artracin],RxNorm,105853
19007908,indomethacin 50 MG Oral Capsule [Artracin],RxNorm,105854
19007909,indomethacin 25 MG Oral Capsule [Imbrilon],RxNorm,105855
19007910,indomethacin 50 MG Oral Capsule [Imbrilon],RxNorm,105856
19007941,indomethacin 100 MG Rectal Suppository [Imbrilon],RxNorm,105857
19007942,indomethacin 25 MG Oral Capsule [Indocid],RxNorm,105858
19007943,indomethacin 50 MG Oral Capsule [Indocid],RxNorm,105859
19007944,indomethacin 25 MG Extended Release Oral Tablet [Flexin-25 Continus],RxNorm,105860
19007945,indomethacin 5 MG/ML Oral Suspension [Indocid],RxNorm,105861
19007946,indomethacin 50 MG Extended Release Oral Tablet [Flexin-50 Continus],RxNorm,105862
19007947,indomethacin 100 MG Rectal Suppository [Indocid],RxNorm,105863
19007948,indomethacin 50 MG Extended Release Oral Tablet,RxNorm,105864
19007949,indomethacin 75 MG Extended Release Oral Capsule [Indocid R],RxNorm,105865
19007950,indomethacin 25 MG Extended Release Oral Tablet,RxNorm,105866
19007981,indomethacin 25 MG Oral Capsule [Rimacid],RxNorm,105867
19007983,indomethacin 25 MG Extended Release Oral Capsule [Indomod],RxNorm,105869
19007984,indomethacin 75 MG Extended Release Oral Capsule [Indomod],RxNorm,105870
19007985,indomethacin 75 MG Extended Release Oral Tablet [Flexin-75 Continus],RxNorm,105871
19007987,indomethacin 25 MG Oral Capsule [Indomax],RxNorm,105873
19007988,ketoprofen 50 MG Oral Capsule [Alrheumat],RxNorm,105875
19007989,ketoprofen 50 MG Oral Capsule [Orudis],RxNorm,105876
19007990,ketoprofen 100 MG Oral Capsule [Orudis],RxNorm,105877
19008011,ketoprofen 100 MG Rectal Suppository [Orudis],RxNorm,105878
19008013,ketoprofen 200 MG Extended Release Oral Capsule [Oruvail],RxNorm,105880
19008014,ketoprofen 50 MG/ML Injectable Solution [Oruvail],RxNorm,105881
19008015,24 HR ketoprofen 100 MG Extended Release Oral Capsule [Ketovail],RxNorm,105882
19008016,ketoprofen 200 MG Extended Release Oral Capsule [Ketovail],RxNorm,105883
19008017,ketoprofen 50 MG Oral Capsule [Ketonal],RxNorm,105884
19008018,ketoprofen 100 MG Oral Capsule [Ketonal],RxNorm,105885
19008019,mefenamic acid 500 MG Oral Tablet [Ponstan],RxNorm,105887
19008020,mefenamic acid 10 MG/ML Oral Suspension [Ponstan],RxNorm,105888
19008021,mefenamic acid 250 MG Oral Capsule [Dysman],RxNorm,105890
19008022,mefenamic acid 500 MG Oral Tablet [Dysman],RxNorm,105891
19008023,mefenamic acid 250 MG Oral Capsule [Contraflam],RxNorm,105892
19008024,naproxen 250 MG Oral Tablet [Laraflex],RxNorm,105896
19008025,naproxen 500 MG Oral Tablet [Laraflex],RxNorm,105897
19008026,naproxen 250 MG Oral Tablet [Naprosyn],RxNorm,105898
19008027,naproxen 500 MG Oral Tablet [Naprosyn],RxNorm,105899
19008028,naproxen 500 MG Rectal Suppository [Naprosyn],RxNorm,105900
19008029,naproxen 250 MG Oral Tablet [Rheuflex],RxNorm,105902
19008030,naproxen 250 MG Oral Tablet [Valrox],RxNorm,105903
19008061,naproxen 500 MG Oral Tablet [Rheuflex],RxNorm,105904
19008062,naproxen 500 MG Oral Tablet [Valrox],RxNorm,105905
19008063,naproxen 375 MG Extended Release Oral Tablet [Pranoxen Continus],RxNorm,105906
19008064,naproxen 250 MG Oral Tablet [Arthrosin 250],RxNorm,105907
19008065,naproxen 500 MG Extended Release Oral Tablet [Pranoxen Continus],RxNorm,105908
19008066,naproxen 500 MG Oral Tablet [Arthrosin 500],RxNorm,105909
19008068,naproxen 250 MG Oral Tablet [Arthroxen],RxNorm,105911
19008069,naproxen 500 MG Oral Tablet [Arthroxen],RxNorm,105912
19008070,naproxen 500 MG Oral Tablet [Rimoxyn],RxNorm,105913
19008091,naproxen 375 MG Oral Tablet [Naprosyn],RxNorm,105914
19008092,naproxen 250 MG Oral Tablet [Rimoxyn],RxNorm,105915
19008093,naproxen 250 MG Delayed Release Oral Tablet [Nycopren],RxNorm,105916
19008094,naproxen 500 MG Delayed Release Oral Tablet [Nycopren],RxNorm,105917
19008095,naproxen 250 MG Delayed Release Oral Tablet,RxNorm,105918
19008096,naproxen 250 MG Oral Tablet [Prosaid],RxNorm,105919
19008097,naproxen 500 MG Oral Tablet [Prosaid],RxNorm,105920
19008098,naproxen 250 MG Delayed Release Oral Tablet [Naprosyn EC],RxNorm,105921
19008099,phenylbutazone 200 MG Oral Tablet,RxNorm,105925
19008100,phenylbutazone 100 MG Delayed Release Oral Tablet [Butacote],RxNorm,105926
19008121,phenylbutazone 100 MG Oral Tablet [Butazone],RxNorm,105927
19008122,phenylbutazone 200 MG Oral Tablet [Butazone],RxNorm,105928
19008123,piroxicam 10 MG Oral Capsule [Feldene],RxNorm,105929
19008124,piroxicam 20 MG Oral Capsule [Feldene],RxNorm,105930
19008125,piroxicam 10 MG Oral Tablet [Feldene],RxNorm,105931
19008126,piroxicam 20 MG Oral Tablet [Feldene],RxNorm,105932
19008127,piroxicam 20 MG Rectal Suppository [Feldene],RxNorm,105933
19008128,piroxicam 10 MG Oral Capsule [Larapam],RxNorm,105934
19008129,piroxicam 20 MG Oral Capsule [Larapam],RxNorm,105935
19008130,piroxicam 10 MG Oral Capsule [Pirozip],RxNorm,105936
19008151,piroxicam 20 MG Oral Capsule [Pirozip],RxNorm,105937
19008152,piroxicam 20 MG Disintegrating Oral Tablet [Feldene Melt],RxNorm,105938
19008153,piroxicam 20 MG/ML Injectable Solution [Feldene],RxNorm,105939
19008154,piroxicam 10 MG Oral Capsule [Flamatrol],RxNorm,105940
19008155,piroxicam 20 MG Oral Capsule [Flamatrol],RxNorm,105941
19008156,piroxicam 20 MG Rectal Suppository,RxNorm,105942
19008157,sulindac 100 MG Oral Tablet [Clinoril],RxNorm,105943
19008158,sulindac 200 MG Oral Tablet [Clinoril],RxNorm,105944
19008159,tiaprofenate 200 MG Oral Tablet [Surgam],RxNorm,105945
19008160,tiaprofenate 300 MG Oral Tablet [Surgam],RxNorm,105946
19008181,tiaprofenate 300 MG Extended Release Oral Capsule [Surgam],RxNorm,105947
19008182,tolmetin 200 MG Oral Capsule [Tolectin],RxNorm,105948
19008183,acemetacin 60 MG Oral Capsule,RxNorm,105949
19008184,acemetacin 60 MG Oral Capsule [Emflex],RxNorm,105950
19008185,nabumetone 500 MG Oral Tablet [Relifex],RxNorm,105951
19008186,nabumetone 100 MG/ML Oral Suspension [Relifex],RxNorm,105952
19008187,nabumetone 100 MG/ML Oral Suspension,RxNorm,105953
19008188,tenoxicam 20 MG Oral Tablet,RxNorm,105954
19008189,tenoxicam 20 MG Oral Tablet [Mobiflex],RxNorm,105955
19008204,piroxicam 0.005 MG/MG Topical Gel [Feldene Sports],RxNorm,105983
19008207,ketoprofen 0.025 MG/MG Topical Gel,RxNorm,105999
19008208,piroxicam 0.005 MG/MG Topical Gel,RxNorm,106002
1102917,tolmetin,RxNorm,10636
19009064,ketorolac tromethamine 10 MG/ML Injectable Solution [Toradol],RxNorm,106511
19009270,aspirin 500 MG / glycine 133 MG Disintegrating Oral Tablet,RxNorm,106809
19009664,diclofenac sodium 25 MG Delayed Release Oral Tablet [Voltarene],RxNorm,107306
19009665,diclofenac sodium 50 MG Delayed Release Oral Tablet [Voltarene],RxNorm,107307
19009666,diclofenac sodium 100 MG Extended Release Oral Tablet [Voltaren Retard],RxNorm,107308
19009667,diclofenac sodium 100 MG Extended Release Oral Tablet [Voltarene LP],RxNorm,107309
19009668,fenoprofen 600 MG Oral Tablet [Fepron],RxNorm,107312
19009669,phenylbutazone 100 MG Delayed Release Oral Tablet,RxNorm,107313
19009670,piroxicam 0.005 MG/MG Topical Gel [Feldene],RxNorm,107320
19010083,ketoprofen 200 MG Extended Release Oral Capsule [Larafen CR],RxNorm,108293
19010234,diclofenac sodium 25 MG Rectal Suppository [Voltarol],RxNorm,108470
19010235,diclofenac sodium 50 MG Rectal Suppository [Voltarol],RxNorm,108471
19010266,indomethacin 75 MG Extended Release Oral Capsule [Rheumacin LA],RxNorm,108497
40234334,meloxicam 5 MG/ML,RxNorm,1086706
40234335,meloxicam 5 MG/ML Injectable Solution,RxNorm,1086707
40234337,meloxicam 5 MG/ML [Metacam],RxNorm,1086709
40234338,meloxicam Injectable Solution [Metacam],RxNorm,1086710
40234336,meloxicam 5 MG/ML Injectable Solution [Metacam],RxNorm,1086711
19010405,mefenamic acid 250 MG Oral Capsule [Meflam],RxNorm,108767
19010406,mefenamic acid 500 MG Oral Tablet [Meflam],RxNorm,108768
19010407,ketoprofen 200 MG Extended Release Oral Capsule [Ketocid],RxNorm,108769
19010435,ketoprofen 200 MG Extended Release Oral Capsule [Fenoket],RxNorm,108785
40235197,diclofenac sodium 50 MG Disintegrating Oral Tablet,RxNorm,1088257
40235198,diclofenac sodium 50 MG Disintegrating Oral Tablet [Voltarol],RxNorm,1088258
19010578,ketoprofen 200 MG Extended Release Oral Capsule [Ketozip CR],RxNorm,108846
19010679,diclofenac sodium 25 MG Delayed Release Oral Tablet [Dicloflex],RxNorm,108897
19010680,diclofenac sodium 50 MG Delayed Release Oral Tablet [Dicloflex],RxNorm,108899
19010701,diclofenac sodium 100 MG Extended Release Oral Tablet [Dicloflex Retard],RxNorm,108900
19010703,ketoprofen 0.025 MG/MG Topical Gel [Powergel],RxNorm,108902
19010748,diclofenac sodium 25 MG Delayed Release Oral Tablet [Lofensaid],RxNorm,108920
19010749,diclofenac sodium 50 MG Delayed Release Oral Tablet [Lofensaid],RxNorm,108921
19010771,piroxicam 10 MG Oral Capsule [Piroflam],RxNorm,108923
19010772,piroxicam 20 MG Oral Capsule [Piroflam],RxNorm,108924
19010810,mefenamic acid 250 MG Oral Capsule [Opustan],RxNorm,108964
19010841,mefenamic acid 500 MG Oral Tablet [Opustan],RxNorm,108965
40237054,meloxicam 0.5 MG/ML,RxNorm,1091875
40237055,meloxicam 0.5 MG/ML Oral Suspension,RxNorm,1091876
40237057,meloxicam 0.5 MG/ML [Metacam],RxNorm,1091877
40237060,meloxicam Oral Suspension [Metacam],RxNorm,1091878
40237056,meloxicam 0.5 MG/ML Oral Suspension [Metacam],RxNorm,1091879
40237059,meloxicam 1.5 MG/ML [Metacam],RxNorm,1092194
40237058,meloxicam 1.5 MG/ML Oral Suspension [Metacam],RxNorm,1092195
40236719,aspirin 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet,RxNorm,1092398
40239178,famotidine / ibuprofen Oral Tablet,RxNorm,1100064
40239181,famotidine 26.6 MG / ibuprofen 800 MG Oral Tablet,RxNorm,1100066
40239183,famotidine 26.6 MG / ibuprofen 800 MG [Duexis],RxNorm,1100068
40239179,famotidine / ibuprofen Oral Tablet [Duexis],RxNorm,1100069
40239182,famotidine 26.6 MG / ibuprofen 800 MG Oral Tablet [Duexis],RxNorm,1100070
40239167,etodolac 150 MG,RxNorm,1100201
40239168,etodolac 150 MG Oral Tablet,RxNorm,1100202
40239170,etodolac 150 MG [Etogesic],RxNorm,1101463
40239173,etodolac Oral Tablet [Etogesic],RxNorm,1101464
40239169,etodolac 150 MG Oral Tablet [Etogesic],RxNorm,1101465
40239172,etodolac 300 MG [Etogesic],RxNorm,1101468
40239171,etodolac 300 MG Oral Tablet [Etogesic],RxNorm,1101469
40238705,acetaminophen 194 MG / aspirin 227 MG / caffeine 33 MG [Vanquish],RxNorm,1101753
40238704,acetaminophen 194 MG / aspirin 227 MG / caffeine 33 MG Oral Tablet [Vanquish],RxNorm,1101754
40239211,ibuprofen 200 MG [Counteract IB],RxNorm,1101917
40239212,ibuprofen Oral Tablet [Counteract IB],RxNorm,1101918
40239208,ibuprofen 200 MG Oral Tablet [Counteract IB],RxNorm,1101919
36029355,aspirin / chlorpheniramine / dextromethorphan / phenylephrine,RxNorm,1111420
40240187,naproxen sodium 220 MG Oral Capsule,RxNorm,1112231
40240183,naproxen Oral Capsule [Aleve],RxNorm,1112232
40240188,naproxen sodium 220 MG Oral Capsule [Aleve],RxNorm,1112233
40241050,naproxen 150 MG/ML,RxNorm,1114867
40241059,naproxen Topical Cream,RxNorm,1114868
40241051,naproxen 150 MG/ML Topical Cream,RxNorm,1114869
40240375,24 HR naproxen 375 MG Extended Release Oral Tablet,RxNorm,1116320
40241053,naproxen 375 MG [Naprelan],RxNorm,1116330
40240376,24 HR naproxen 375 MG Extended Release Oral Tablet [Naprelan],RxNorm,1116331
40241052,naproxen 375 MG Extended Release Oral Tablet [Naprelan],RxNorm,1116332
40240377,24 HR naproxen 500 MG Extended Release Oral Tablet,RxNorm,1116339
40241055,naproxen 500 MG [Naprelan],RxNorm,1116340
40240378,24 HR naproxen 500 MG Extended Release Oral Tablet [Naprelan],RxNorm,1116341
40241054,naproxen 500 MG Extended Release Oral Tablet [Naprelan],RxNorm,1116342
40240379,24 HR naproxen 750 MG Extended Release Oral Tablet,RxNorm,1116349
40241058,naproxen 750 MG [Naprelan],RxNorm,1116350
40240380,24 HR naproxen 750 MG Extended Release Oral Tablet [Naprelan],RxNorm,1116351
40241056,naproxen 750 MG Extended Release Oral Tablet,RxNorm,1116352
40241057,naproxen 750 MG Extended Release Oral Tablet [Naprelan],RxNorm,1116353
40241438,{14 (24 HR naproxen 500 MG Extended Release Oral Tablet) / 6 (24 HR naproxen 750 MG Extended Release Oral Tablet) } Pack,RxNorm,1116368
40241437,{14 (24 HR naproxen 500 MG Extended Release Oral Tablet [Naprelan]) / 6 (24 HR naproxen 750 MG Extended Release Oral Tablet [Naprelan]) } Pack [Naprelan Dose Card],RxNorm,1116369
19024537,ibuprofen 200 MG Oral Tablet [Ibular],RxNorm,201118
19024538,ibuprofen 200 MG Oral Tablet [Ibumetin],RxNorm,201119
19024539,ibuprofen 200 MG Oral Tablet [Paxofen],RxNorm,201120
19024540,ibuprofen 200 MG Oral Tablet [Apsifen],RxNorm,201121
19024591,ibuprofen 200 MG Oral Tablet [Brufen],RxNorm,201122
19024592,ibuprofen 200 MG Oral Tablet [Ebufac],RxNorm,201123
19024593,ibuprofen 200 MG Oral Tablet [Cuprofen],RxNorm,201124
19024594,ibuprofen 200 MG Oral Tablet [Lidifen],RxNorm,201125
19024595,ibuprofen 200 MG Oral Tablet [Motrin],RxNorm,201126
19024596,ibuprofen 200 MG Oral Tablet [Rimafen],RxNorm,201127
19024597,ibuprofen 200 MG Oral Tablet [Arthrofen 200],RxNorm,201128
19024598,ibuprofen 200 MG Oral Tablet [Phor Pain],RxNorm,201129
19024599,ibuprofen 200 MG Oral Tablet [Proflex],RxNorm,201130
19024600,ibuprofen 200 MG Oral Tablet [Pacifene],RxNorm,201131
19024621,ibuprofen 200 MG Oral Tablet [Migrafen],RxNorm,201132
19024622,ibuprofen 400 MG Oral Tablet [Ibular],RxNorm,201133
19024623,ibuprofen 400 MG Oral Tablet [Ibumetin],RxNorm,201134
19024624,ibuprofen 400 MG Oral Tablet [Paxofen],RxNorm,201135
19024625,ibuprofen 400 MG Oral Tablet [Apsifen],RxNorm,201136
19024626,ibuprofen 400 MG Oral Tablet [Brufen],RxNorm,201137
19024627,ibuprofen 400 MG Oral Tablet [Ebufac],RxNorm,201138
19024628,ibuprofen 400 MG Oral Tablet [Isisfen],RxNorm,201139
19024629,ibuprofen 400 MG Oral Tablet [Lidifen],RxNorm,201140
19024630,ibuprofen 400 MG Oral Tablet [Ibumed],RxNorm,201141
19024651,ibuprofen 400 MG Oral Tablet [Motrin],RxNorm,201142
19024652,ibuprofen 400 MG Oral Tablet [Rimafen],RxNorm,201143
19024653,ibuprofen 400 MG Oral Tablet [Arthrofen 400],RxNorm,201144
19024654,ibuprofen 400 MG Oral Tablet [Pacifene],RxNorm,201145
19024655,ibuprofen 400 MG Oral Tablet [Phor Pain],RxNorm,201146
19024656,ibuprofen 600 MG Oral Tablet [Ibumetin],RxNorm,201147
19024657,ibuprofen 600 MG Oral Tablet [Paxofen],RxNorm,201148
19024658,ibuprofen 600 MG Oral Tablet [Brufen],RxNorm,201149
19024659,ibuprofen 600 MG Oral Tablet [Lidifen],RxNorm,201150
19024660,ibuprofen 600 MG Oral Tablet [Apsifen F],RxNorm,201151
19024751,ibuprofen 600 MG Oral Tablet [Motrin],RxNorm,201152
19026060,ibuprofen 800 MG Extended Release Oral Tablet [Brufen Retard],RxNorm,202095
19026061,ibuprofen 800 MG Oral Tablet [Motrin],RxNorm,202098
19042617,Motrin,RxNorm,202488
19042937,Aspergum,RxNorm,202546
19027494,ibuprofen 40 MG/ML Oral Suspension,RxNorm,204442
1510443,ibuprofen 200 MG [Dragon Tabs],RxNorm,2045473
1510444,ibuprofen Oral Tablet [Dragon Tabs],RxNorm,2045474
1510447,ibuprofen 200 MG Oral Tablet [Dragon Tabs],RxNorm,2045477
1510763,{100 (acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet) / 24 (acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet) } Pack,RxNorm,2047427
1510764,{100 (acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Excedrin]) / 24 (acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet [Excedrin PM Triple Action]) } Pack [Excedrin PM Triple Action Caplets and Exce...,RxNorm,2047428
19028821,acetaminophen 160 MG / aspirin 230 MG / caffeine 33 MG Oral Tablet,RxNorm,205251
19029024,celecoxib 100 MG Oral Capsule,RxNorm,205322
19029025,celecoxib 200 MG Oral Capsule,RxNorm,205323
19029744,flurbiprofen 50 MG Oral Tablet [Ansaid],RxNorm,205625
19029745,flurbiprofen 100 MG Oral Tablet [Ansaid],RxNorm,205626
19033211,meclofenamate 100 MG Oral Capsule [Meclomen],RxNorm,206687
19033212,meclofenamate 50 MG Oral Capsule [Meclomen],RxNorm,206688
19033527,etodolac 400 MG Oral Tablet [Lodine],RxNorm,206812
19033719,ibuprofen 20 MG/ML Oral Suspension [Advil],RxNorm,206878
19033823,ibuprofen 200 MG Oral Tablet [Cap-Profen],RxNorm,206885
19033824,ibuprofen 200 MG Oral Tablet [Genpril],RxNorm,206886
19033825,ibuprofen 200 MG Oral Tablet [Haltran],RxNorm,206887
19033827,ibuprofen 200 MG Oral Tablet [Ibu-Tab],RxNorm,206889
19033828,ibuprofen 200 MG Oral Tablet [Menadol],RxNorm,206890
19033851,ibuprofen 200 MG Oral Tablet [Nuprin],RxNorm,206893
19033852,ibuprofen 200 MG Oral Tablet [Q-Profen],RxNorm,206894
19033853,ibuprofen 200 MG Oral Tablet [Saleto-200],RxNorm,206895
