concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
45552434,"Cannabis abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F12.129,1/1/70,12/31/99,NA
1568121,Cannabis abuse with other cannabis-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F12.18,1/1/12,12/31/99,NA
45571720,Cannabis abuse with other cannabis-induced disorder,Condition,ICD10CM,6-char billing code,NA,F12.188,1/1/70,12/31/99,NA
1568120,Cannabis abuse with psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F12.15,1/1/12,12/31/99,NA
45591096,Cannabis abuse with psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F12.150,1/1/70,12/31/99,NA
45581413,Cannabis abuse with psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F12.151,1/1/70,12/31/99,NA
45581414,"Cannabis abuse with psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F12.159,1/1/70,12/31/99,NA
45552435,Cannabis abuse with unspecified cannabis-induced disorder,Condition,ICD10CM,5-char billing code,NA,F12.19,1/1/70,12/31/99,NA
725282,Cannabis abuse with withdrawal,Condition,ICD10CM,5-char billing code,NA,F12.13,1/1/21,12/31/99,NA
1326499,"Cannabis abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F12.11,1/1/18,12/31/99,NA
45538011,"Cannabis abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F12.10,1/1/70,12/31/99,NA
1568122,Cannabis dependence,Condition,ICD10CM,4-char nonbill code,NA,F12.2,1/1/12,12/31/99,NA
45595860,Cannabis dependence with cannabis-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F12.280,1/1/70,12/31/99,NA
45591098,Cannabis dependence with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F12.22,12/30/06,12/31/99,NA
45557164,Cannabis dependence with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F12.221,1/1/70,12/31/99,NA
45538012,Cannabis dependence with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F12.222,1/1/70,12/31/99,NA
45547677,"Cannabis dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F12.220,1/1/70,12/31/99,NA
45591099,"Cannabis dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F12.229,1/1/70,12/31/99,NA
1568123,Cannabis dependence with other cannabis-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F12.28,1/1/12,12/31/99,NA
45576502,Cannabis dependence with other cannabis-induced disorder,Condition,ICD10CM,6-char billing code,NA,F12.288,1/1/70,12/31/99,NA
45581416,Cannabis dependence with psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F12.25,12/30/06,12/31/99,NA
45571721,Cannabis dependence with psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F12.250,1/1/70,12/31/99,NA
45538013,Cannabis dependence with psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F12.251,1/1/70,12/31/99,NA
45538014,"Cannabis dependence with psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F12.259,1/1/70,12/31/99,NA
45557165,Cannabis dependence with unspecified cannabis-induced disorder,Condition,ICD10CM,5-char billing code,NA,F12.29,1/1/70,12/31/99,NA
1595537,Cannabis dependence with withdrawal,Condition,ICD10CM,5-char billing code,NA,F12.23,1/1/19,12/31/99,NA
45591097,"Cannabis dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F12.21,1/1/70,12/31/99,NA
45586200,"Cannabis dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F12.20,1/1/70,12/31/99,NA
1568117,Cannabis related disorders,Condition,ICD10CM,3-char nonbill code,NA,F12,1/1/12,12/31/99,NA
1568124,"Cannabis use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F12.9,1/1/12,12/31/99,NA
45581417,"Cannabis use, unspecified with anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F12.980,1/1/70,12/31/99,NA
1568125,"Cannabis use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F12.92,1/1/12,12/31/99,NA
45595862,"Cannabis use, unspecified with intoxication delirium",Condition,ICD10CM,6-char billing code,NA,F12.921,1/1/70,12/31/99,NA
45542800,"Cannabis use, unspecified with intoxication with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F12.922,1/1/70,12/31/99,NA
45595861,"Cannabis use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F12.920,1/1/70,12/31/99,NA
45542801,"Cannabis use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F12.929,1/1/70,12/31/99,NA
1568127,"Cannabis use, unspecified with other cannabis-induced disorder",Condition,ICD10CM,5-char nonbill code,NA,F12.98,1/1/12,12/31/99,NA
45605465,"Cannabis use, unspecified with other cannabis-induced disorder",Condition,ICD10CM,6-char billing code,NA,F12.988,1/1/70,12/31/99,NA
1568126,"Cannabis use, unspecified with psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F12.95,1/1/12,12/31/99,NA
45576504,"Cannabis use, unspecified with psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F12.950,1/1/70,12/31/99,NA
45533071,"Cannabis use, unspecified with psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F12.951,1/1/70,12/31/99,NA
45566791,"Cannabis use, unspecified with psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F12.959,1/1/70,12/31/99,NA
45591101,"Cannabis use, unspecified with unspecified cannabis-induced disorder",Condition,ICD10CM,5-char billing code,NA,F12.99,1/1/70,12/31/99,NA
1595538,"Cannabis use, unspecified with withdrawal",Condition,ICD10CM,5-char billing code,NA,F12.93,1/1/19,12/31/99,NA
37402464,"Cannabis use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F12.91,10/1/22,12/31/99,NA
45547678,"Cannabis use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F12.90,1/1/70,12/31/99,NA
1568142,Cocaine abuse,Condition,ICD10CM,4-char nonbill code,NA,F14.1,1/1/12,12/31/99,NA
45595872,Cocaine abuse with cocaine-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F14.180,1/1/70,12/31/99,NA
45538030,Cocaine abuse with cocaine-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F14.14,1/1/70,12/31/99,NA
1568144,Cocaine abuse with cocaine-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F14.15,1/1/12,12/31/99,NA
45533074,Cocaine abuse with cocaine-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F14.150,1/1/70,12/31/99,NA
45595871,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F14.151,1/1/70,12/31/99,NA
45581424,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F14.159,1/1/70,12/31/99,NA
45566798,Cocaine abuse with cocaine-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F14.181,1/1/70,12/31/99,NA
45557170,Cocaine abuse with cocaine-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F14.182,1/1/70,12/31/99,NA
1568143,Cocaine abuse with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F14.12,1/1/12,12/31/99,NA
45605467,Cocaine abuse with intoxication with delirium,Condition,ICD10CM,6-char billing code,NA,F14.121,1/1/70,12/31/99,NA
45538029,Cocaine abuse with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F14.122,1/1/70,12/31/99,NA
45557169,"Cocaine abuse with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F14.120,1/1/70,12/31/99,NA
45586207,"Cocaine abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F14.129,1/1/70,12/31/99,NA
1568145,Cocaine abuse with other cocaine-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F14.18,1/1/12,12/31/99,NA
45571726,Cocaine abuse with other cocaine-induced disorder,Condition,ICD10CM,6-char billing code,NA,F14.188,1/1/70,12/31/99,NA
45552443,Cocaine abuse with unspecified cocaine-induced disorder,Condition,ICD10CM,5-char billing code,NA,F14.19,1/1/70,12/31/99,NA
1326501,"Cocaine abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F14.11,1/1/18,12/31/99,NA
45600707,"Cocaine abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F14.10,1/1/70,12/31/99,NA
725288,"Cocaine abuse, unspecified with withdrawal",Condition,ICD10CM,5-char billing code,NA,F14.13,1/1/21,12/31/99,NA
1568146,Cocaine dependence,Condition,ICD10CM,4-char nonbill code,NA,F14.2,1/1/12,12/31/99,NA
45538033,Cocaine dependence with cocaine-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F14.280,1/1/70,12/31/99,NA
45571727,Cocaine dependence with cocaine-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F14.24,1/1/70,12/31/99,NA
45571728,Cocaine dependence with cocaine-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F14.25,12/30/06,12/31/99,NA
45605468,Cocaine dependence with cocaine-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F14.250,1/1/70,12/31/99,NA
45600708,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F14.251,1/1/70,12/31/99,NA
45538032,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F14.259,1/1/70,12/31/99,NA
45600709,Cocaine dependence with cocaine-induced sexual dysfunction,Condition,ICD10CM,6-char billing code,NA,F14.281,1/1/70,12/31/99,NA
45542807,Cocaine dependence with cocaine-induced sleep disorder,Condition,ICD10CM,6-char billing code,NA,F14.282,1/1/70,12/31/99,NA
45562017,Cocaine dependence with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F14.22,12/30/06,12/31/99,NA
45557171,Cocaine dependence with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F14.221,1/1/70,12/31/99,NA
45591104,Cocaine dependence with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F14.222,1/1/70,12/31/99,NA
45538031,"Cocaine dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F14.220,1/1/70,12/31/99,NA
45557172,"Cocaine dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F14.229,1/1/70,12/31/99,NA
1568147,Cocaine dependence with other cocaine-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F14.28,1/1/12,12/31/99,NA
45605469,Cocaine dependence with other cocaine-induced disorder,Condition,ICD10CM,6-char billing code,NA,F14.288,1/1/70,12/31/99,NA
45566800,Cocaine dependence with unspecified cocaine-induced disorder,Condition,ICD10CM,5-char billing code,NA,F14.29,1/1/70,12/31/99,NA
45557173,Cocaine dependence with withdrawal,Condition,ICD10CM,5-char billing code,NA,F14.23,1/1/70,12/31/99,NA
45581425,"Cocaine dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F14.21,1/1/70,12/31/99,NA
45566799,"Cocaine dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F14.20,1/1/70,12/31/99,NA
1568141,Cocaine related disorders,Condition,ICD10CM,3-char nonbill code,NA,F14,1/1/12,12/31/99,NA
1568148,"Cocaine use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F14.9,1/1/12,12/31/99,NA
45586208,"Cocaine use, unspecified with cocaine-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F14.980,1/1/70,12/31/99,NA
45542808,"Cocaine use, unspecified with cocaine-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F14.94,1/1/70,12/31/99,NA
1568150,"Cocaine use, unspecified with cocaine-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F14.95,1/1/12,12/31/99,NA
45533076,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F14.950,1/1/70,12/31/99,NA
45533077,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F14.951,1/1/70,12/31/99,NA
45557176,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F14.959,1/1/70,12/31/99,NA
45557177,"Cocaine use, unspecified with cocaine-induced sexual dysfunction",Condition,ICD10CM,6-char billing code,NA,F14.981,1/1/70,12/31/99,NA
45576511,"Cocaine use, unspecified with cocaine-induced sleep disorder",Condition,ICD10CM,6-char billing code,NA,F14.982,1/1/70,12/31/99,NA
1568149,"Cocaine use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F14.92,1/1/12,12/31/99,NA
45538034,"Cocaine use, unspecified with intoxication delirium",Condition,ICD10CM,6-char billing code,NA,F14.921,1/1/70,12/31/99,NA
45538035,"Cocaine use, unspecified with intoxication with perceptual disturbance",Condition,ICD10CM,6-char billing code,NA,F14.922,1/1/70,12/31/99,NA
45576510,"Cocaine use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F14.920,1/1/70,12/31/99,NA
45557175,"Cocaine use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F14.929,1/1/70,12/31/99,NA
45552444,"Cocaine use, unspecified with other cocaine-induced disorder",Condition,ICD10CM,6-char billing code,NA,F14.988,1/1/70,12/31/99,NA
1568151,"Cocaine use, unspecified with other specified cocaine-induced disorder",Condition,ICD10CM,5-char nonbill code,NA,F14.98,1/1/12,12/31/99,NA
45576512,"Cocaine use, unspecified with unspecified cocaine-induced disorder",Condition,ICD10CM,5-char billing code,NA,F14.99,1/1/70,12/31/99,NA
725289,"Cocaine use, unspecified with withdrawal",Condition,ICD10CM,5-char billing code,NA,F14.93,1/1/21,12/31/99,NA
37402466,"Cocaine use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F14.91,10/1/22,12/31/99,NA
45557174,"Cocaine use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F14.90,1/1/70,12/31/99,NA
1568165,Hallucinogen abuse,Condition,ICD10CM,4-char nonbill code,NA,F16.1,1/1/12,12/31/99,NA
45600715,Hallucinogen abuse with hallucinogen persisting perception disorder (flashbacks),Condition,ICD10CM,6-char billing code,NA,F16.183,1/1/70,12/31/99,NA
45566808,Hallucinogen abuse with hallucinogen-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F16.180,1/1/70,12/31/99,NA
45605474,Hallucinogen abuse with hallucinogen-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F16.14,1/1/70,12/31/99,NA
1568167,Hallucinogen abuse with hallucinogen-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F16.15,1/1/12,12/31/99,NA
45562020,Hallucinogen abuse with hallucinogen-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F16.150,1/1/70,12/31/99,NA
45595879,Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F16.151,1/1/70,12/31/99,NA
45552449,"Hallucinogen abuse with hallucinogen-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F16.159,1/1/70,12/31/99,NA
1568166,Hallucinogen abuse with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F16.12,1/1/12,12/31/99,NA
45533080,Hallucinogen abuse with intoxication with delirium,Condition,ICD10CM,6-char billing code,NA,F16.121,1/1/70,12/31/99,NA
45600714,Hallucinogen abuse with intoxication with perceptual disturbance,Condition,ICD10CM,6-char billing code,NA,F16.122,1/1/70,12/31/99,NA
45538042,"Hallucinogen abuse with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F16.120,1/1/70,12/31/99,NA
45552448,"Hallucinogen abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F16.129,1/1/70,12/31/99,NA
1568168,Hallucinogen abuse with other hallucinogen-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F16.18,1/1/12,12/31/99,NA
45552450,Hallucinogen abuse with other hallucinogen-induced disorder,Condition,ICD10CM,6-char billing code,NA,F16.188,1/1/70,12/31/99,NA
45576518,Hallucinogen abuse with unspecified hallucinogen-induced disorder,Condition,ICD10CM,5-char billing code,NA,F16.19,1/1/70,12/31/99,NA
1326503,"Hallucinogen abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F16.11,1/1/18,12/31/99,NA
45538041,"Hallucinogen abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F16.10,1/1/70,12/31/99,NA
1568169,Hallucinogen dependence,Condition,ICD10CM,4-char nonbill code,NA,F16.2,1/1/12,12/31/99,NA
45595880,Hallucinogen dependence with hallucinogen persisting perception disorder (flashbacks),Condition,ICD10CM,6-char billing code,NA,F16.283,1/1/70,12/31/99,NA
45571736,Hallucinogen dependence with hallucinogen-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F16.280,1/1/70,12/31/99,NA
45581432,Hallucinogen dependence with hallucinogen-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F16.24,1/1/70,12/31/99,NA
1568171,Hallucinogen dependence with hallucinogen-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F16.25,1/1/12,12/31/99,NA
45591113,Hallucinogen dependence with hallucinogen-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F16.250,1/1/70,12/31/99,NA
45562021,Hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F16.251,1/1/70,12/31/99,NA
45571735,"Hallucinogen dependence with hallucinogen-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F16.259,1/1/70,12/31/99,NA
1568170,Hallucinogen dependence with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F16.22,1/1/12,12/31/99,NA
45533081,Hallucinogen dependence with intoxication with delirium,Condition,ICD10CM,6-char billing code,NA,F16.221,1/1/70,12/31/99,NA
45542816,"Hallucinogen dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F16.220,1/1/70,12/31/99,NA
45586216,"Hallucinogen dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F16.229,1/1/70,12/31/99,NA
1568172,Hallucinogen dependence with other hallucinogen-induced disorder,Condition,ICD10CM,5-char nonbill code,NA,F16.28,1/1/12,12/31/99,NA
45552451,Hallucinogen dependence with other hallucinogen-induced disorder,Condition,ICD10CM,6-char billing code,NA,F16.288,1/1/70,12/31/99,NA
45538043,Hallucinogen dependence with unspecified hallucinogen-induced disorder,Condition,ICD10CM,5-char billing code,NA,F16.29,1/1/70,12/31/99,NA
45571734,"Hallucinogen dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F16.21,1/1/70,12/31/99,NA
45576519,"Hallucinogen dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F16.20,1/1/70,12/31/99,NA
1568164,Hallucinogen related disorders,Condition,ICD10CM,3-char nonbill code,NA,F16,1/1/12,12/31/99,NA
1568173,"Hallucinogen use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F16.9,1/1/12,12/31/99,NA
45581434,"Hallucinogen use, unspecified with hallucinogen persisting perception disorder (flashbacks)",Condition,ICD10CM,6-char billing code,NA,F16.983,1/1/70,12/31/99,NA
45552452,"Hallucinogen use, unspecified with hallucinogen-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F16.980,1/1/70,12/31/99,NA
45562024,"Hallucinogen use, unspecified with hallucinogen-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F16.94,1/1/70,12/31/99,NA
1568175,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F16.95,1/1/12,12/31/99,NA
45542819,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F16.950,1/1/70,12/31/99,NA
45542820,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F16.951,1/1/70,12/31/99,NA
45571738,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F16.959,1/1/70,12/31/99,NA
1568174,"Hallucinogen use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F16.92,1/1/12,12/31/99,NA
45586217,"Hallucinogen use, unspecified with intoxication with delirium",Condition,ICD10CM,6-char billing code,NA,F16.921,1/1/70,12/31/99,NA
45566809,"Hallucinogen use, unspecified with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F16.920,1/1/70,12/31/99,NA
45542818,"Hallucinogen use, unspecified with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F16.929,1/1/70,12/31/99,NA
45538045,"Hallucinogen use, unspecified with other hallucinogen-induced disorder",Condition,ICD10CM,6-char billing code,NA,F16.988,1/1/70,12/31/99,NA
1568176,"Hallucinogen use, unspecified with other specified hallucinogen-induced disorder",Condition,ICD10CM,5-char nonbill code,NA,F16.98,1/1/12,12/31/99,NA
45591114,"Hallucinogen use, unspecified with unspecified hallucinogen-induced disorder",Condition,ICD10CM,5-char billing code,NA,F16.99,1/1/70,12/31/99,NA
37402468,"Hallucinogen use, unspecified, in remission",Condition,ICD10CM,5-char billing code,NA,F16.91,10/1/22,12/31/99,NA
45605475,"Hallucinogen use, unspecified, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F16.90,1/1/70,12/31/99,NA
1568182,Inhalant abuse,Condition,ICD10CM,4-char nonbill code,NA,F18.1,1/1/12,12/31/99,NA
45566813,Inhalant abuse with inhalant-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F18.180,1/1/70,12/31/99,NA
45566812,Inhalant abuse with inhalant-induced dementia,Condition,ICD10CM,5-char billing code,NA,F18.17,1/1/70,12/31/99,NA
45595887,Inhalant abuse with inhalant-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F18.14,1/1/70,12/31/99,NA
1568184,Inhalant abuse with inhalant-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F18.15,1/1/12,12/31/99,NA
45605480,Inhalant abuse with inhalant-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F18.150,1/1/70,12/31/99,NA
45581437,Inhalant abuse with inhalant-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F18.151,1/1/70,12/31/99,NA
45547683,"Inhalant abuse with inhalant-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F18.159,1/1/70,12/31/99,NA
1568183,Inhalant abuse with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F18.12,1/1/12,12/31/99,NA
45538048,Inhalant abuse with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F18.121,1/1/70,12/31/99,NA
45557182,"Inhalant abuse with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F18.120,1/1/70,12/31/99,NA
45605479,"Inhalant abuse with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F18.129,1/1/70,12/31/99,NA
45557183,Inhalant abuse with other inhalant-induced disorder,Condition,ICD10CM,6-char billing code,NA,F18.188,1/1/70,12/31/99,NA
1568185,Inhalant abuse with other inhalant-induced disorders,Condition,ICD10CM,5-char nonbill code,NA,F18.18,1/1/12,12/31/99,NA
45595888,Inhalant abuse with unspecified inhalant-induced disorder,Condition,ICD10CM,5-char billing code,NA,F18.19,1/1/70,12/31/99,NA
1326504,"Inhalant abuse, in remission",Condition,ICD10CM,5-char billing code,NA,F18.11,1/1/18,12/31/99,NA
45566811,"Inhalant abuse, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F18.10,1/1/70,12/31/99,NA
1568186,Inhalant dependence,Condition,ICD10CM,4-char nonbill code,NA,F18.2,1/1/12,12/31/99,NA
45586222,Inhalant dependence with inhalant-induced anxiety disorder,Condition,ICD10CM,6-char billing code,NA,F18.280,1/1/70,12/31/99,NA
45547684,Inhalant dependence with inhalant-induced dementia,Condition,ICD10CM,5-char billing code,NA,F18.27,1/1/70,12/31/99,NA
45562028,Inhalant dependence with inhalant-induced mood disorder,Condition,ICD10CM,5-char billing code,NA,F18.24,1/1/70,12/31/99,NA
1568188,Inhalant dependence with inhalant-induced psychotic disorder,Condition,ICD10CM,5-char nonbill code,NA,F18.25,1/1/12,12/31/99,NA
45533087,Inhalant dependence with inhalant-induced psychotic disorder with delusions,Condition,ICD10CM,6-char billing code,NA,F18.250,1/1/70,12/31/99,NA
45542827,Inhalant dependence with inhalant-induced psychotic disorder with hallucinations,Condition,ICD10CM,6-char billing code,NA,F18.251,1/1/70,12/31/99,NA
45591120,"Inhalant dependence with inhalant-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F18.259,1/1/70,12/31/99,NA
1568187,Inhalant dependence with intoxication,Condition,ICD10CM,5-char nonbill code,NA,F18.22,1/1/12,12/31/99,NA
45576524,Inhalant dependence with intoxication delirium,Condition,ICD10CM,6-char billing code,NA,F18.221,1/1/70,12/31/99,NA
45557184,"Inhalant dependence with intoxication, uncomplicated",Condition,ICD10CM,6-char billing code,NA,F18.220,1/1/70,12/31/99,NA
45542826,"Inhalant dependence with intoxication, unspecified",Condition,ICD10CM,6-char billing code,NA,F18.229,1/1/70,12/31/99,NA
45557185,Inhalant dependence with other inhalant-induced disorder,Condition,ICD10CM,6-char billing code,NA,F18.288,1/1/70,12/31/99,NA
1568189,Inhalant dependence with other inhalant-induced disorders,Condition,ICD10CM,5-char nonbill code,NA,F18.28,1/1/12,12/31/99,NA
45600721,Inhalant dependence with unspecified inhalant-induced disorder,Condition,ICD10CM,5-char billing code,NA,F18.29,1/1/70,12/31/99,NA
45576523,"Inhalant dependence, in remission",Condition,ICD10CM,5-char billing code,NA,F18.21,1/1/70,12/31/99,NA
45562027,"Inhalant dependence, uncomplicated",Condition,ICD10CM,5-char billing code,NA,F18.20,1/1/70,12/31/99,NA
1568181,Inhalant related disorders,Condition,ICD10CM,3-char nonbill code,NA,F18,1/1/12,12/31/99,NA
1568190,"Inhalant use, unspecified",Condition,ICD10CM,4-char nonbill code,NA,F18.9,1/1/12,12/31/99,NA
45595889,"Inhalant use, unspecified with inhalant-induced anxiety disorder",Condition,ICD10CM,6-char billing code,NA,F18.980,1/1/70,12/31/99,NA
45557187,"Inhalant use, unspecified with inhalant-induced mood disorder",Condition,ICD10CM,5-char billing code,NA,F18.94,1/1/70,12/31/99,NA
45552458,"Inhalant use, unspecified with inhalant-induced persisting dementia",Condition,ICD10CM,5-char billing code,NA,F18.97,1/1/70,12/31/99,NA
1568192,"Inhalant use, unspecified with inhalant-induced psychotic disorder",Condition,ICD10CM,5-char nonbill code,NA,F18.95,1/1/12,12/31/99,NA
45552457,"Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions",Condition,ICD10CM,6-char billing code,NA,F18.950,1/1/70,12/31/99,NA
45547685,"Inhalant use, unspecified with inhalant-induced psychotic disorder with hallucinations",Condition,ICD10CM,6-char billing code,NA,F18.951,1/1/70,12/31/99,NA
45605481,"Inhalant use, unspecified with inhalant-induced psychotic disorder, unspecified",Condition,ICD10CM,6-char billing code,NA,F18.959,1/1/70,12/31/99,NA
1568191,"Inhalant use, unspecified with intoxication",Condition,ICD10CM,5-char nonbill code,NA,F18.92,1/1/12,12/31/99,NA
