hd_domain,cssr_category_1,cssr_category_1_description,self_selected_category,icd10cm_code,icd10cm_code_description,exclude,Number_of_Paper_Support (out of 9 studies),symptomatic,measured,syndromic,systemic,clincian_interest,cluster_category,notes,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,partition_0
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M2556,Pain in knee,NA,0,1,NA,1,0,clinician,Musculoskeletal,NA,1570568,Pain in knee,Condition,ICD10CM,5-char nonbill code,NA,M25.56,2012-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25561,Pain in right knee,NA,2,1,NA,1,0,clinician,Musculoskeletal,NA,45596549,Pain in right knee,Condition,ICD10CM,6-char billing code,NA,M25.561,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25562,Pain in left knee,NA,2,1,NA,1,0,clinician,Musculoskeletal,NA,45533816,Pain in left knee,Condition,ICD10CM,6-char billing code,NA,M25.562,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25569,Pain in unspecified knee,NA,2,1,NA,1,0,clinician,Musculoskeletal,NA,45548395,Pain in unspecified knee,Condition,ICD10CM,6-char billing code,NA,M25.569,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M2557,Pain in ankle and joints of foot,NA,0,1,NA,1,0,clinician,Musculoskeletal,NA,1570569,Pain in ankle and joints of foot,Condition,ICD10CM,5-char nonbill code,NA,M25.57,2012-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25571,Pain in right ankle and joints of right foot,NA,2,1,NA,1,0,clinician,Musculoskeletal,NA,45538740,Pain in right ankle and joints of right foot,Condition,ICD10CM,6-char billing code,NA,M25.571,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25572,Pain in left ankle and joints of left foot,NA,2,1,NA,1,0,clinician,Musculoskeletal,NA,45582116,Pain in left ankle and joints of left foot,Condition,ICD10CM,6-char billing code,NA,M25.572,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25579,Pain in unspecified ankle and joints of unspecified foot,NA,2,1,NA,1,0,clinician,Musculoskeletal,NA,45572431,Pain in unspecified ankle and joints of unspecified foot,Condition,ICD10CM,6-char billing code,NA,M25.579,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M2559,Pain in other specified joint,NA,2,1,NA,1,0,clinician,Musculoskeletal,NA,725389,Pain in other specified joint,Condition,ICD10CM,5-char billing code,NA,M25.59,2021-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M2560,"Stiffness of unspecified joint, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45586942,"Stiffness of unspecified joint, not elsewhere classified",Condition,ICD10CM,5-char billing code,NA,M25.60,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25611,"Stiffness of right shoulder, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45567529,"Stiffness of right shoulder, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.611,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25612,"Stiffness of left shoulder, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45577229,"Stiffness of left shoulder, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.612,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25619,"Stiffness of unspecified shoulder, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45582117,"Stiffness of unspecified shoulder, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.619,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25621,"Stiffness of right elbow, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45577230,"Stiffness of right elbow, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.621,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25622,"Stiffness of left elbow, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45567530,"Stiffness of left elbow, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.622,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25629,"Stiffness of unspecified elbow, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45553159,"Stiffness of unspecified elbow, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.629,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25631,"Stiffness of right wrist, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45572432,"Stiffness of right wrist, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.631,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25632,"Stiffness of left wrist, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45586943,"Stiffness of left wrist, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.632,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25639,"Stiffness of unspecified wrist, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45586944,"Stiffness of unspecified wrist, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.639,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25641,"Stiffness of right hand, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45553160,"Stiffness of right hand, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.641,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25642,"Stiffness of left hand, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45596550,"Stiffness of left hand, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.642,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25649,"Stiffness of unspecified hand, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45553161,"Stiffness of unspecified hand, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.649,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25651,"Stiffness of right hip, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45601424,"Stiffness of right hip, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.651,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25652,"Stiffness of left hip, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45591810,"Stiffness of left hip, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.652,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25659,"Stiffness of unspecified hip, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45572433,"Stiffness of unspecified hip, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.659,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25661,"Stiffness of right knee, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45557857,"Stiffness of right knee, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.661,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25662,"Stiffness of left knee, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45577231,"Stiffness of left knee, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.662,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25669,"Stiffness of unspecified knee, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45567531,"Stiffness of unspecified knee, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.669,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25671,"Stiffness of right ankle, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45567532,"Stiffness of right ankle, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.671,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25672,"Stiffness of left ankle, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45572434,"Stiffness of left ankle, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.672,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25673,"Stiffness of unspecified ankle, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45557858,"Stiffness of unspecified ankle, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.673,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25674,"Stiffness of right foot, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45596551,"Stiffness of right foot, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.674,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25675,"Stiffness of left foot, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45567533,"Stiffness of left foot, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.675,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M25676,"Stiffness of unspecified foot, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45582118,"Stiffness of unspecified foot, not elsewhere classified",Condition,ICD10CM,6-char billing code,NA,M25.676,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M2569,"Stiffness of other specified joint, not elsewhere classified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,725390,"Stiffness of other specified joint, not elsewhere classified",Condition,ICD10CM,5-char billing code,NA,M25.69,2021-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M546,Pain in thoracic spine,NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,35208970,Pain in thoracic spine,Condition,ICD10CM,4-char billing code,NA,M54.6,2007-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M5481,Occipital neuralgia,NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45548444,Occipital neuralgia,Condition,ICD10CM,5-char billing code,NA,M54.81,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M5489,Other dorsalgia,NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,45557903,Other dorsalgia,Condition,ICD10CM,5-char billing code,NA,M54.89,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M549,"Dorsalgia, unspecified",NA,1,1,NA,1,0,agnostic,Musculoskeletal,NA,35208971,"Dorsalgia, unspecified",Condition,ICD10CM,4-char billing code,NA,M54.9,2007-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M791,Myalgia,NA,3,1,NA,1,0,clinician,General signs and symptoms,NA,35209006,Myalgia,Condition,ICD10CM,4-char nonbill code,NA,M79.1,2007-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M7910,"Myalgia, unspecified site",NA,2,1,NA,1,0,clinician,General signs and symptoms,NA,1595617,"Myalgia, unspecified site",Condition,ICD10CM,5-char billing code,NA,M79.10,2019-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M7911,Myalgia of mastication muscle,NA,2,1,NA,1,0,clinician,General signs and symptoms,NA,1595618,Myalgia of mastication muscle,Condition,ICD10CM,5-char billing code,NA,M79.11,2019-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M7912,"Myalgia of auxiliary muscles, head and neck",NA,2,1,NA,1,0,clinician,General signs and symptoms,NA,1595619,"Myalgia of auxiliary muscles, head and neck",Condition,ICD10CM,5-char billing code,NA,M79.12,2019-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M7918,"Myalgia, other site",NA,2,1,NA,1,0,clinician,General signs and symptoms,NA,1595620,"Myalgia, other site",Condition,ICD10CM,5-char billing code,NA,M79.18,2019-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M7960,Pain in arm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,1571059,"Pain in limb, unspecified",Condition,ICD10CM,5-char nonbill code,NA,M79.60,2012-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79601,Pain in right arm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45557992,Pain in right arm,Condition,ICD10CM,6-char billing code,NA,M79.601,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79602,Pain in left arm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45562837,Pain in left arm,Condition,ICD10CM,6-char billing code,NA,M79.602,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79603,"Pain in arm, unspecified",NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45587064,"Pain in arm, unspecified",Condition,ICD10CM,6-char billing code,NA,M79.603,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79604,Pain in right leg,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45533939,Pain in right leg,Condition,ICD10CM,6-char billing code,NA,M79.604,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79605,Pain in left leg,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45582247,Pain in left leg,Condition,ICD10CM,6-char billing code,NA,M79.605,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79606,"Pain in leg, unspecified",NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45543689,"Pain in leg, unspecified",Condition,ICD10CM,6-char billing code,NA,M79.606,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79609,Pain in unspecified limb,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45562838,Pain in unspecified limb,Condition,ICD10CM,6-char billing code,NA,M79.609,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79621,Pain in right upper arm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45562839,Pain in right upper arm,Condition,ICD10CM,6-char billing code,NA,M79.621,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79622,Pain in left upper arm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45582248,Pain in left upper arm,Condition,ICD10CM,6-char billing code,NA,M79.622,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79629,Pain in unspecified upper arm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45553271,Pain in unspecified upper arm,Condition,ICD10CM,6-char billing code,NA,M79.629,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79631,Pain in right forearm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45543690,Pain in right forearm,Condition,ICD10CM,6-char billing code,NA,M79.631,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79632,Pain in left forearm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45533940,Pain in left forearm,Condition,ICD10CM,6-char billing code,NA,M79.632,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79639,Pain in unspecified forearm,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45577358,Pain in unspecified forearm,Condition,ICD10CM,6-char billing code,NA,M79.639,2014-07-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79641,Pain in right hand,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45582249,Pain in right hand,Condition,ICD10CM,6-char billing code,NA,M79.641,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79642,Pain in left hand,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45582250,Pain in left hand,Condition,ICD10CM,6-char billing code,NA,M79.642,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79643,Pain in unspecified hand,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45538866,Pain in unspecified hand,Condition,ICD10CM,6-char billing code,NA,M79.643,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79644,Pain in right finger(s),NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45538867,Pain in right finger(s),Condition,ICD10CM,6-char billing code,NA,M79.644,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79645,Pain in left finger(s),NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45606323,Pain in left finger(s),Condition,ICD10CM,6-char billing code,NA,M79.645,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79646,Pain in unspecified finger(s),NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45591934,Pain in unspecified finger(s),Condition,ICD10CM,6-char billing code,NA,M79.646,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79651,Pain in right thigh,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45591935,Pain in right thigh,Condition,ICD10CM,6-char billing code,NA,M79.651,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79652,Pain in left thigh,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45587065,Pain in left thigh,Condition,ICD10CM,6-char billing code,NA,M79.652,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79659,Pain in unspecified thigh,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45601545,Pain in unspecified thigh,Condition,ICD10CM,6-char billing code,NA,M79.659,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79661,Pain in right lower leg,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45587066,Pain in right lower leg,Condition,ICD10CM,6-char billing code,NA,M79.661,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79662,Pain in left lower leg,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45572552,Pain in left lower leg,Condition,ICD10CM,6-char billing code,NA,M79.662,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79669,Pain in unspecified lower leg,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45587067,Pain in unspecified lower leg,Condition,ICD10CM,6-char billing code,NA,M79.669,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79671,Pain in right foot,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45562840,Pain in right foot,Condition,ICD10CM,6-char billing code,NA,M79.671,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79672,Pain in left foot,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45538868,Pain in left foot,Condition,ICD10CM,6-char billing code,NA,M79.672,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79673,Pain in unspecified foot,NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45557993,Pain in unspecified foot,Condition,ICD10CM,6-char billing code,NA,M79.673,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79674,Pain in right toe(s),NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45601546,Pain in right toe(s),Condition,ICD10CM,6-char billing code,NA,M79.674,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79675,Pain in left toe(s),NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45591936,Pain in left toe(s),Condition,ICD10CM,6-char billing code,NA,M79.675,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS010,"Musculoskeletal pain, not low back pain",Pain,M79676,Pain in unspecified toe(s),NA,3,1,NA,1,0,agnostic,Musculoskeletal,NA,45533941,Pain in unspecified toe(s),Condition,ICD10CM,6-char billing code,NA,M79.676,1970-01-01,2099-12-31,NA,1
Diseases of the Musculoskeletal System and Connective Tissue,MUS025,Other specified connective tissue disease,Pain,M797,Fibromyalgia,NA,1,NA,1,0,1,agnostic,Allergy/Immunology,NA,35209011,Fibromyalgia,Condition,ICD10CM,4-char billing code,NA,M79.7,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM013,Respiratory signs and symptoms,Pain,R07,Pain in throat and chest,NA,0,NA,NA,1,0,clinician,Cardiovascular,NA,1572193,Pain in throat and chest,Condition,ICD10CM,3-char nonbill code,NA,R07,2012-01-01,2099-12-31,NA,1
Diseases of the Circulatory System,CIR012,Nonspecific chest pain,Pain,R070,Pain in throat,NA,2,1,NA,1,0,clinician,Cardiovascular,NA,35211283,Pain in throat,Condition,ICD10CM,4-char billing code,NA,R07.0,2007-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM013,Respiratory signs and symptoms,Pain,R071,Chest pain on breathing,NA,3,NA,NA,1,0,clinician,General signs and symptoms,NA,35211284,Chest pain on breathing,Condition,ICD10CM,4-char billing code,NA,R07.1,2007-01-01,2099-12-31,NA,1
Diseases of the Circulatory System,CIR012,Nonspecific chest pain,Pain,R072,Precordial pain,NA,1,1,NA,1,0,clinician,General signs and symptoms,NA,35211285,Precordial pain,Condition,ICD10CM,4-char billing code,NA,R07.2,2007-01-01,2099-12-31,NA,1
Diseases of the Circulatory System,CIR012,Nonspecific chest pain,Pain,R078,Other chest pain,NA,0,1,NA,1,0,clinician,Cardiovascular,NA,1572194,Other chest pain,Condition,ICD10CM,4-char nonbill code,NA,R07.8,2012-01-01,2099-12-31,NA,1
"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM013,Respiratory signs and symptoms,Pain,R0782,Intercostal pain,NA,3,NA,NA,1,0,clinician,General signs and symptoms,NA,45597167,Intercostal pain,Condition,ICD10CM,5-char billing code,NA,R07.82,1970-01-01,2099-12-31,NA,1
Diseases of the Circulatory System,CIR012,Nonspecific chest pain,Pain,R0789,Other chest pain,NA,2,1,NA,1,0,clinician,General signs and symptoms,NA,45602002,Other chest pain,Condition,ICD10CM,5-char billing code,NA,R07.89,1970-01-01,2099-12-31,NA,1
Diseases of the Circulatory System,CIR012,Nonspecific chest pain,Pain,R079,"Chest pain, unspecified",NA,2,1,NA,1,0,clinician,General signs and symptoms,NA,45534424,"Chest pain, unspecified",Condition,ICD10CM,4-char billing code,NA,R07.9,1970-01-01,2099-12-31,NA,1
